ens_id	gene_symbol	logFC	CI_L	CI_R	AveExpr	t	P_Value	adj_P_Val	B	neg_log_adj_P_Val
ENSG00000123119	NECAB1	-1.76099288970095	-4.77330632486313	1.25132054546123	-0.508407650838691	-1.29636427494315	0.222967557098845	0.999985647704691	-4.58971889389038	6.23316738553063e-06
ENSG00000278701	Metazoa_SRP	-1.75441419587206	-4.59713283420544	1.08830444246132	-3.02430686937632	-1.36857268084937	0.200061094646907	0.999985647704691	-4.59111306647937	6.23316738553063e-06
ENSG00000225329	LHFPL3-AS2	-1.75441419587206	-3.86987990775436	0.361051516010243	-2.61509928179859	-1.83905938343132	0.094692992978318	0.999985647704691	-4.58534271479315	6.23316738553063e-06
ENSG00000198286	CARD11	-1.74491548521045	-5.87833162548696	2.38850065506606	-2.09201111435588	-0.936127226347009	0.370504696882545	0.999985647704691	-4.59605121468021	6.23316738553063e-06
ENSG00000171388	APLN	-1.73548424610968	-5.05475056421424	1.58378207199488	-1.66387188081941	-1.15943975479207	0.272287840221159	0.999985647704691	-4.59315098037958	6.23316738553063e-06
ENSG00000215604	ZNF962P	-1.73489927841909	-3.89910595545791	0.429307398619725	-2.81350672176184	-1.7776454453486	0.104765607623228	0.999985647704691	-4.58581984487016	6.23316738553063e-06
ENSG00000278139	RP4-533D7.6	-1.72810615322376	-3.8414402079671	0.385227901519575	-0.302960536395183	-1.81330924517774	0.0988030624672167	0.999985647704691	-4.58199497756733	6.23316738553063e-06
ENSG00000144810	COL8A1	-1.72330256110456	-5.61749153846199	2.17088641625287	-0.774639425808047	-0.98132784248151	0.348780359644382	0.999985647704691	-4.59537916821052	6.23316738553063e-06
ENSG00000237651	C2orf74	-1.67100359926108	-3.23870281055577	-0.10330438796639	-0.970441929079234	-2.36365592028998	0.0388735654581825	0.999985647704691	-4.57034173044146	6.23316738553063e-06
ENSG00000225216	AC007362.3	-1.66863631933187	-4.10340557771453	0.766132939050784	-3.03355082707136	-1.51975469286039	0.158469949864	0.999985647704691	-4.58862839009721	6.23316738553063e-06
ENSG00000250329	KDELC1P1	-1.64686448811022	-5.7152741160044	2.42154513978396	-2.33110095940955	-0.897641250445314	0.389750037789124	0.999985647704691	-4.59634367614504	6.23316738553063e-06
ENSG00000236467	KCNMA1-AS1	-1.62461506345645	-3.79286819676827	0.543638069855371	-2.35992951448549	-1.66153733232597	0.126510636351702	0.999985647704691	-4.58663334021539	6.23316738553063e-06
ENSG00000270722	U1	-1.62461506345645	-4.79177802112183	1.54254789420893	-1.61140676212172	-1.13749547310504	0.28094143025138	0.999985647704691	-4.59355401681593	6.23316738553063e-06
ENSG00000148735	PLEKHS1	-1.6156454000176	-2.72452970351952	-0.506761096515675	-1.45496181960496	-3.23094394335157	0.00861019911551485	0.999985647704691	-4.47158077876131	6.23316738553063e-06
ENSG00000240207	RP11-379F4.4	-1.60570781844794	-3.13394802236915	-0.0774676145267337	-1.22279033161805	-2.32993879134168	0.0412053660657684	0.999985647704691	-4.56706516573276	6.23316738553063e-06
ENSG00000272502	RP11-713M15.2	-1.6026471068204	-2.61391379851371	-0.591380415127085	-2.95260404885251	-3.51432410586951	0.00529581248201665	0.999985647704691	-4.46466249964907	6.23316738553063e-06
ENSG00000125816	NKX2-4	-1.59106316456496	-3.77470509603493	0.592578766905008	-3.1805651046063	-1.61575536513156	0.136142683066653	0.999985647704691	-4.58827023584678	6.23316738553063e-06
ENSG00000049618	ARID1B	-1.55470761254274	-1.92062209153227	-1.18879313355321	4.98338949576486	-9.42190543739395	2.09476574456756e-06	0.044381801830153	-3.42586869210376	1.3527950700849
ENSG00000238271	IFNWP19	-1.53276011382986	-4.74385456309988	1.67833433544015	-0.711702528980151	-1.05849965615468	0.31387077270326	0.999985647704691	-4.5940708444442	6.23316738553063e-06
ENSG00000185442	FAM174B	-1.53203887123411	-4.67150127274146	1.60742353027325	-2.33210364368873	-1.08214164033784	0.303721008262186	0.999985647704691	-4.59411611954118	6.23316738553063e-06
ENSG00000171451	DSEL	-1.5291734091991	-5.46669893287261	2.40835211447442	-1.64641710531959	-0.861197907917208	0.40860846510382	0.999985647704691	-4.59669202062761	6.23316738553063e-06
ENSG00000274997	HIST1H2AH	-1.51474943672023	-3.90207756211805	0.872578688677597	-1.39021692758217	-1.40701360155413	0.188692622947707	0.999985647704691	-4.58859959511896	6.23316738553063e-06
ENSG00000250950	RP11-33B1.3	-1.51418067089652	-2.890788586257	-0.137572755536036	-1.38847526326126	-2.43914178522009	0.0341098891967724	0.999985647704691	-4.56564796189002	6.23316738553063e-06
ENSG00000162878	PKDCC	-1.5051182153143	-3.9099714682164	0.899735037587791	-1.35935405459225	-1.38787911991191	0.194281340657218	0.999985647704691	-4.59048625679362	6.23316738553063e-06
ENSG00000181007	ZFP82	-1.5051182153143	-4.03381968354868	1.02358325292008	-1.55596365533556	-1.31990496232262	0.21527253124474	0.999985647704691	-4.59135701800122	6.23316738553063e-06
ENSG00000238164	RP3-395M20.8	-1.5051182153143	-5.30393909852283	2.29370266789423	-2.31224125912526	-0.87860041806868	0.399526220713053	0.999985647704691	-4.59642000403473	6.23316738553063e-06
ENSG00000117152	RGS4	-1.48201383560252	-4.96999752762885	2.00596985642381	0.888825043111694	-0.942209378999079	0.367526261611802	0.999985647704691	-4.59585042437719	6.23316738553063e-06
ENSG00000160229	ZNF66	-1.47960451069382	-3.95885575447587	0.999646733088234	-1.41636038144102	-1.32341093105199	0.214145505908996	0.999985647704691	-4.58993019007767	6.23316738553063e-06
ENSG00000170558	CDH2	-1.47670327029505	-7.70591364695905	4.75250710636896	-1.06323294206036	-0.52569016129404	0.610164624894955	0.999985647704691	-4.60167485711522	6.23316738553063e-06
ENSG00000157873	TNFRSF14	-1.44914685614911	-5.95766970175168	3.05937598945345	-1.20472737520031	-0.712767247192867	0.491723243106862	0.999985647704691	-4.59831212225258	6.23316738553063e-06
ENSG00000171631	P2RY6	-1.44771987351463	-4.13079798667336	1.23535823964409	-0.829809074014182	-1.19652239129475	0.258143101116137	0.999985647704691	-4.59228058593359	6.23316738553063e-06
ENSG00000100191	SLC5A4	-1.44771987351463	-4.81518723184754	1.91974748481827	-2.69028626991649	-0.953346446564104	0.362116979287772	0.999985647704691	-4.59581213939558	6.23316738553063e-06
ENSG00000271894	RP11-482H16.1	-1.44031654404152	-3.42174323494552	0.541110146862489	-1.29517347392363	-1.61194251869568	0.13697351966344	0.999985647704691	-4.58393094363598	6.23316738553063e-06
ENSG00000185565	LSAMP	-1.42178333252609	-6.35708922021408	3.51352255516189	-2.51134676741532	-0.638835371072202	0.536789909499773	0.999985647704691	-4.59862793020935	6.23316738553063e-06
ENSG00000201098	RNY1	-1.41123665147339	-3.99271470931778	1.17024140637101	-2.54205657831489	-1.21227463902885	0.252314353275744	0.999985647704691	-4.59294892395391	6.23316738553063e-06
ENSG00000234281	LANCL1-AS1	-1.41123665147339	-4.34250776160869	1.52003445866192	-2.97711693927216	-1.06761205741551	0.309928676805528	0.999985647704691	-4.59447331945478	6.23316738553063e-06
ENSG00000240490	RN7SL277P	-1.41123665147339	-3.00747493690537	0.1850016339586	-3.038783967477	-1.96052206571858	0.0773507350017921	0.999985647704691	-4.58405599951835	6.23316738553063e-06
ENSG00000243905	RN7SL679P	-1.41123665147339	-3.1443886244687	0.321915321521928	-3.43355996047117	-1.80564683853184	0.100057300682815	0.999985647704691	-4.58595495720813	6.23316738553063e-06
ENSG00000176165	FOXG1	-1.41123665147339	-3.2166789466519	0.394205643705125	-2.82426477699557	-1.73334832638602	0.112627352183051	0.999985647704691	-4.58684001757058	6.23316738553063e-06
ENSG00000272788	RP11-674N23.4	-1.41123665147339	-3.47209807201651	0.649624769069741	-2.95241087693723	-1.5185205320159	0.158776680105795	0.999985647704691	-4.5894377401312	6.23316738553063e-06
ENSG00000166704	ZNF606	-1.41123665147339	-3.52140115273353	0.698927849786759	-2.19608507599367	-1.48304095669572	0.167817565403231	0.999985647704691	-4.5898590010154	6.23316738553063e-06
ENSG00000204941	PSG5	-1.41123665147339	-3.7260208754576	0.903547572510826	-3.40629110782388	-1.35194475074993	0.205153981849376	0.999985647704691	-4.59138655619634	6.23316738553063e-06
ENSG00000146938	NLGN4X	-1.41123665147339	-3.8232215451584	1.00074824221163	-3.00015681392928	-1.2974626785299	0.222603536917583	0.999985647704691	-4.59200512454857	6.23316738553063e-06
ENSG00000249396	RP11-1C1.4	-1.41123665147339	-3.97200332566729	1.14953002272052	-2.91291448232714	-1.22207947028962	0.248739843925389	0.999985647704691	-4.59284187927456	6.23316738553063e-06
ENSG00000252010	SCARNA5	-1.41123665147339	-4.00120567844709	1.17873237550032	-1.98716100693245	-1.20830031098514	0.253774933974349	0.999985647704691	-4.59299218986313	6.23316738553063e-06
ENSG00000179299	NSUN7	-1.41123665147339	-4.43013242121512	1.60765911826835	-2.52196505667167	-1.03662418957973	0.32348876345181	0.999985647704691	-4.59478505539435	6.23316738553063e-06
ENSG00000152953	STK32B	-1.41123665147339	-5.52577929587471	2.70330599292794	-1.49167597453239	-0.760585234179666	0.46385467079818	0.999985647704691	-4.59727783774697	6.23316738553063e-06
ENSG00000133619	KRBA1	-1.41123665147338	-3.09612685160575	0.273653548658981	-2.29031964664919	-1.85736754863216	0.0918670377726415	0.999985647704691	-4.58532065618213	6.23316738553063e-06
ENSG00000202406	RN7SKP187	-1.41123665147338	-3.40161694517972	0.579143642232951	-3.04948803011879	-1.57229268729684	0.145882763771993	0.999985647704691	-4.58879420553261	6.23316738553063e-06
ENSG00000227533	SLC2A1-AS1	-1.4064945984317	-2.40517795663302	-0.407811240230392	-0.0154457234481561	-3.12305668023357	0.0103763955214201	0.999985647704691	-4.49535643042793	6.23316738553063e-06
ENSG00000241684	ADAMTS9-AS2	-1.37142872192949	-4.17848412290706	1.43562667904807	-3.46945917373674	-1.08340757363821	0.303184671954271	0.999985647704691	-4.59432784985948	6.23316738553063e-06
ENSG00000165084	C8orf34	-1.37142872192949	-4.44779946813468	1.7049420242757	-3.31279717330223	-0.988562605723816	0.345391109375148	0.999985647704691	-4.59525377724361	6.23316738553063e-06
ENSG00000167554	ZNF610	-1.37142872192949	-4.68483847516669	1.94198103130771	-2.71193359965377	-0.917841531090408	0.379562785350946	0.999985647704691	-4.59590771331089	6.23316738553063e-06
ENSG00000156103	MMP16	-1.37142872192949	-5.28887218682796	2.54601474296897	-1.67096033231879	-0.776318818201489	0.454909943855239	0.999985647704691	-4.59711015870683	6.23316738553063e-06
ENSG00000128045	RASL11B	-1.36214796358236	-3.56858352947576	0.844287602311048	-1.60383903992218	-1.36899747385253	0.199932387734627	0.999985647704691	-4.58771538632851	6.23316738553063e-06
ENSG00000270096	RP11-362K14.6	-1.34636656215469	-3.46021177184575	0.76747864753637	-1.86568359591807	-1.41240662397201	0.187142258815001	0.999985647704691	-4.58916513669591	6.23316738553063e-06
ENSG00000261424	ATP5F1P7	-1.34478277360106	-2.92373942096708	0.234173873764965	-0.521669306613474	-1.88865025629391	0.0872178287383493	0.999985647704691	-4.56426800071589	6.23316738553063e-06
ENSG00000172260	NEGR1	-1.34256050178632	-4.6763799649193	1.99125896134667	-0.50168821348697	-0.893020439174806	0.392107031905084	0.999985647704691	-4.59649567849766	6.23316738553063e-06
ENSG00000174343	CHRNA9	-1.33174598752435	-4.74183412624364	2.07834215119494	-1.97832701356522	-0.866014978281882	0.406080410305802	0.999985647704691	-4.59659560409905	6.23316738553063e-06
ENSG00000108947	EFNB3	-1.32893778465945	-2.86104282547138	0.203167256152483	-0.520449146304893	-1.9234713360132	0.0822996267641065	0.999985647704691	-4.57650145289593	6.23316738553063e-06
ENSG00000175820	CCDC168	-1.32538175776826	-3.58173359217282	0.930970076636306	-2.52159358811038	-1.30257812044147	0.220914672701099	0.999985647704691	-4.59113643698639	6.23316738553063e-06
ENSG00000166450	PRTG	-1.3010487109309	-4.94327128371207	2.34117386185027	-0.95221808409437	-0.792130409179752	0.44603420239027	0.999985647704691	-4.59719690027455	6.23316738553063e-06
ENSG00000147852	VLDLR	-1.3010487109309	-3.68947079055944	1.08737336869764	-1.17015805699771	-1.20795871111256	0.253900788357221	0.999985647704691	-4.59280576347824	6.23316738553063e-06
ENSG00000234928	AP000344.3	-1.3010487109309	-3.36298704775403	0.760889625892225	-2.33567588475635	-1.39922479997439	0.190950911686053	0.999985647704691	-4.59045576048472	6.23316738553063e-06
ENSG00000118997	DNAH7	-1.3010487109309	-3.51119385888822	0.909096437026412	-2.51888425790829	-1.30539628112995	0.219988774345564	0.999985647704691	-4.59162753128105	6.23316738553063e-06
ENSG00000282924	RP11-104C4.6	-1.28863994562896	-3.37870498890447	0.801425097646544	-1.94372361067235	-1.3672294314539	0.200468539740957	0.999985647704691	-4.58812092259709	6.23316738553063e-06
ENSG00000233836	RP11-255H23.2	-1.28772473164892	-3.6378238807798	1.06237441748196	-1.56144640208057	-1.2150844473602	0.251285807194302	0.999985647704691	-4.5925626632101	6.23316738553063e-06
ENSG00000170214	ADRA1B	-1.28565873657542	-7.26630414052199	4.69498666737116	-2.16997710556641	-0.476702316576219	0.643464481988745	0.999985647704691	-4.60120686259467	6.23316738553063e-06
ENSG00000124785	NRN1	-1.28565873657542	-2.91550464674833	0.344187173597493	-0.686706180918778	-1.74923745912875	0.109747818578446	0.999985647704691	-4.58247857031258	6.23316738553063e-06
ENSG00000257354	RP11-631N16.2	-1.27669851820655	-3.68677179649819	1.1333747600851	0.0832609195895662	-1.17470202514633	0.266393839948425	0.999985647704691	-4.59040983102487	6.23316738553063e-06
ENSG00000164741	DLC1	-1.27545742859554	-3.41308240669262	0.862167549501546	-0.104679669662665	-1.32313471054061	0.214234121721595	0.999985647704691	-4.59118460784479	6.23316738553063e-06
ENSG00000269902	RP6-99M1.3	-1.2655005469416	-2.908346648593	0.377345554709803	-0.687825632905781	-1.70818563870245	0.117327544715532	0.999985647704691	-4.57208811587001	6.23316738553063e-06
ENSG00000135362	PRR5L	-1.23639554563728	-3.26151838282583	0.788727291551272	-0.136494870243862	-1.35386596688805	0.20456005712427	0.999985647704691	-4.58994516439731	6.23316738553063e-06
ENSG00000232810	TNF	-1.23141013838181	-9.11860827261109	6.65578799584747	-1.67646094665444	-0.346217953282898	0.736103819506743	0.999985647704691	-4.59979102656204	6.23316738553063e-06
ENSG00000187955	COL14A1	-1.22959763429291	-5.73806447684896	3.27886920826315	-1.66889113040908	-0.604788813405971	0.558325611382878	0.999985647704691	-4.60145762721535	6.23316738553063e-06
ENSG00000120708	TGFBI	-1.2266198198015	-4.1094619122682	1.6562222726652	-0.371186170337446	-0.94353656223691	0.366878623677789	0.999985647704691	-4.59642753316545	6.23316738553063e-06
ENSG00000113212	PCDHB7	-1.2242353435221	-3.36944658723757	0.920975900193374	-2.51930961490081	-1.26550673103538	0.233395305194124	0.999985647704691	-4.59112702701189	6.23316738553063e-06
ENSG00000214439	FAM185BP	-1.21451017014419	-2.17646000116987	-0.252560339118509	-0.101580923700586	-2.79974413688813	0.0182074878290611	0.999985647704691	-4.51996536873706	6.23316738553063e-06
ENSG00000152128	TMEM163	-1.20683852533748	-3.57930132768705	1.16562427701209	-2.12062358275045	-1.12802666075765	0.284741106174744	0.999985647704691	-4.59345431782384	6.23316738553063e-06
ENSG00000178033	FAM26E	-1.19838761225368	-2.42151867395999	0.0247434494526293	-0.654287340508544	-2.17267079384215	0.0539925862254484	0.999985647704691	-4.53075708834255	6.23316738553063e-06
ENSG00000185031	SLC2A3P2	-1.19675138528917	-6.19008217214918	3.79657940157085	-1.55516318968806	-0.531475454925161	0.606290589651398	0.999985647704691	-4.60113328418616	6.23316738553063e-06
ENSG00000113211	PCDHB6	-1.1804230915952	-3.36794013429122	1.00709395110081	-2.30663092936973	-1.19661891104609	0.258107061942103	0.999985647704691	-4.59211912443333	6.23316738553063e-06
ENSG00000255622	PCDHB17P	-1.1804230915952	-3.33721264688141	0.976366463691007	-2.33921689706376	-1.21366697789776	0.251804258938995	0.999985647704691	-4.59183949476668	6.23316738553063e-06
ENSG00000136457	CHAD	-1.17698179587548	-2.11586287782697	-0.23810071392399	-0.489970642341565	-2.77989740482168	0.0188484664223613	0.999985647704691	-4.50242725717366	6.23316738553063e-06
ENSG00000115468	EFHD1	-1.17346208081551	-2.3924751996642	0.0455510380331832	-0.485243938620475	-2.13466776301466	0.0576120991776187	0.999985647704691	-4.54620387508451	6.23316738553063e-06
ENSG00000223599	RP11-216N14.7	-1.16852467188179	-2.95317879116197	0.6161294473984	-1.96207312830487	-1.45195594170381	0.17610032278132	0.999985647704691	-4.58793208585821	6.23316738553063e-06
ENSG00000254894	NAV2-AS1	-1.16852467188179	-2.85055967025522	0.51351032649165	-2.08562086414779	-1.54053819027596	0.153381505011749	0.999985647704691	-4.58638474669153	6.23316738553063e-06
ENSG00000196074	SYCP2	-1.16187628923005	-3.17926316399698	0.85551058553689	-2.06941781627384	-1.27714529771006	0.229416398864081	0.999985647704691	-4.59156504203993	6.23316738553063e-06
ENSG00000201998	SNORA23	-1.15379717932692	-4.09650722226539	1.78891286361156	-2.10101646386315	-0.86946401461621	0.404276925857348	0.999985647704691	-4.59647580445851	6.23316738553063e-06
ENSG00000189420	ZFP92	-1.15379717932691	-3.57238355547647	1.26478919682264	-2.93950570917664	-1.05788261813417	0.314139073677378	0.999985647704691	-4.59452468311495	6.23316738553063e-06
ENSG00000154040	CABYR	-1.12972650619252	-2.32684343025265	0.0673904178676219	-0.364550622374955	-2.09269703278113	0.0618780874572096	0.999985647704691	-4.56470794683295	6.23316738553063e-06
ENSG00000150637	CD226	-1.11917488640362	-2.80237340308587	0.564023630278617	-0.734948487885444	-1.47445739233689	0.170070489203237	0.999985647704691	-4.58034209967423	6.23316738553063e-06
ENSG00000227278	RP11-656D10.5	-1.11193932457796	-3.76389360058001	1.54001495142408	-2.98806013572977	-0.929789566376654	0.373626547149702	0.999985647704691	-4.59591125834979	6.23316738553063e-06
ENSG00000153707	PTPRD	-1.11193932457796	-4.63213649597357	2.40825784681764	-1.01302596831282	-0.700460598165043	0.499060147700038	0.999985647704691	-4.59809952229311	6.23316738553063e-06
ENSG00000207175	RNU1-67P	-1.1007888542936	-5.98173910261946	3.78016139403227	-1.86030208803626	-0.500114277691368	0.627440894606561	0.999985647704691	-4.59897643683999	6.23316738553063e-06
ENSG00000117114	ADGRL2	-1.09830730430281	-6.35976095040192	4.16314634179629	0.691338948395907	-0.462900589610145	0.653001513752425	0.999985647704691	-4.59941821597761	6.23316738553063e-06
ENSG00000268746	CTD-2571L23.8	-1.09763574921893	-2.10638469071346	-0.0888868077243978	-1.46474573126836	-2.41293021578632	0.0356955130754725	0.999985647704691	-4.52281969771741	6.23316738553063e-06
ENSG00000235831	BHLHE40-AS1	-1.09538204949265	-2.26927190818308	0.0785078091977853	0.189312516539748	-2.06922577540821	0.0643928744723174	0.999985647704691	-4.54214616625402	6.23316738553063e-06
ENSG00000267174	CTC-510F12.4	-1.09173385543341	-2.35091027882795	0.167442567961125	-0.429853378637032	-1.9226481105848	0.0824128641415944	0.999985647704691	-4.56470625330733	6.23316738553063e-06
ENSG00000278467	RP11-504P24.9	-1.07810733917897	-2.50151582363841	0.345301145280469	-1.20559918604827	-1.67958529221881	0.122883934844443	0.999985647704691	-4.57822199665905	6.23316738553063e-06
ENSG00000114251	WNT5A	-1.07471287774736	-7.25409166636289	5.10466591086817	-1.71131018032277	-0.38567123248701	0.7075371856328	0.999985647704691	-4.59944945668945	6.23316738553063e-06
ENSG00000243352	RN7SL8P	-1.07471287774736	-3.00658713653042	0.857161381035701	-2.63474695933365	-1.23362512988329	0.244582996595867	0.999985647704691	-4.59280821139124	6.23316738553063e-06
ENSG00000117228	GBP1	-1.07471287774736	-3.08214411835833	0.932718362863615	-2.96740888547954	-1.18719315770143	0.26164546675415	0.999985647704691	-4.59329393133977	6.23316738553063e-06
ENSG00000105825	TFPI2	-1.07471287774736	-3.822184526921	1.67275877142628	-0.414799130132093	-0.867418826369413	0.405345679085002	0.999985647704691	-4.59632856378497	6.23316738553063e-06
ENSG00000166265	CYYR1	-1.07471287774736	-3.87524133163077	1.72581557613605	-2.33657950002354	-0.850985331038044	0.414003704976107	0.999985647704691	-4.59646701785287	6.23316738553063e-06
ENSG00000256463	SALL3	-1.07471287774736	-6.6864001339488	4.53697437845409	-3.7333322622039	-0.424686644961507	0.679745650065972	0.999985647704691	-4.5992771831804	6.23316738553063e-06
ENSG00000124575	HIST1H1D	-1.07471287774736	-6.79544270615068	4.64601695065597	-1.88309739200347	-0.41659171205339	0.685472575016158	0.999985647704691	-4.59931420350005	6.23316738553063e-06
ENSG00000182132	KCNIP1	-1.07471287774736	-2.9194021425183	0.769976387023592	-2.3590285552346	-1.29192958343873	0.224442231366888	0.999985647704691	-4.59218557451151	6.23316738553063e-06
ENSG00000005243	COPZ2	-1.07471287774736	-4.15106263640643	2.00163688091172	-2.95544597504003	-0.774687152103353	0.455832347313002	0.999985647704691	-4.59708355340569	6.23316738553063e-06
ENSG00000247925	RP3-510L9.1	-1.07471287774736	-4.27001981463589	2.12059405914118	-3.67880564634792	-0.745846543221326	0.472335269076897	0.999985647704691	-4.59730486512627	6.23316738553063e-06
ENSG00000164197	RNF180	-1.07471287774736	-4.43604836813371	2.286622612639	-3.32134504701822	-0.709006476808272	0.493958232229494	0.999985647704691	-4.59757776371252	6.23316738553063e-06
ENSG00000182168	UNC5C	-1.07471287774736	-5.97945076702429	3.83002501152958	-2.62168571522557	-0.485899284979074	0.637146512290428	0.999985647704691	-4.59897595730415	6.23316738553063e-06
ENSG00000234883	MIR155HG	-1.07471287774735	-3.25768218143098	1.10825642593627	-3.48660710338954	-1.09172796401118	0.299677586589879	0.999985647704691	-4.5942607624982	6.23316738553063e-06
ENSG00000061918	GUCY1B3	-1.07471287774735	-6.25729003188054	4.10786427638583	-2.9808016179517	-0.459850102088453	0.65511832173399	0.999985647704691	-4.59910870526612	6.23316738553063e-06
ENSG00000173391	OLR1	-1.07471287774735	-6.49778950463603	4.34836374914132	-2.85481360340644	-0.439456935126643	0.669350903831156	0.999985647704691	-4.59920792671016	6.23316738553063e-06
