ens_id	gene_symbol	logFC	CI_L	CI_R	AveExpr	t	P_Value	adj_P_Val	B	neg_log_adj_P_Val
ENSG00000229047	AF127577.10	-5.24839274842361	-7.1017589741227	-3.39502652272452	-0.188694605344893	-6.27963921534535	7.81170631982572e-05	0.0048014867394248	1.156864479157	2.31862426621757
ENSG00000231748	RP11-227H15.5	-5.16565031360865	-8.36580209389298	-1.96549853332433	-0.16853100225865	-3.57951376722412	0.0047403327017147	0.052500485599179	-1.87228004971937	1.27983667960226
ENSG00000172164	SNTB1	-5.11396911933732	-6.21578886591289	-4.01214937276175	2.24089942415848	-10.2924119513071	9.092906717531e-07	0.000518488551305902	6.03815236401464	3.2852608287823
ENSG00000156510	HKDC1	-5.0644238455819	-7.33222933006006	-2.79661836110374	3.71811497050299	-4.95215072315444	0.00051817956595995	0.0144077040209888	0.178850570364165	1.84140522185507
ENSG00000182557	SPNS3	-5.01367912221756	-7.41728948036952	-2.61006876406561	-1.16210683003727	-4.62553614739249	0.000857557846081934	0.0195787479363555	-0.509324189373258	1.70821508483719
ENSG00000271605	MILR1	-4.8627641316048	-7.12443923578647	-2.60108902742314	-0.969387026301823	-4.7678501543273	0.00068726715001697	0.0171509176765719	-0.22035578680136	1.76571263764984
ENSG00000058335	RASGRF1	-4.83813067724282	-6.39548955849776	-3.28077179598787	0.148597268686662	-6.88903674430592	3.54908035674913e-05	0.00318620192874762	2.34996202683027	2.49672670381366
ENSG00000131620	ANO1	-4.83565991165933	-5.5604761824012	-4.11084364091747	1.89048306784441	-14.794402377185	2.64705708918344e-08	7.0103998185662e-05	9.48832670312465	4.15425721255467
ENSG00000012124	CD22	-4.79632111464038	-6.63871806345867	-2.95392416582209	-0.569682024373201	-5.77290826589693	0.000156252677458445	0.00740609726468027	1.21931665916829	2.13041058863595
ENSG00000257671	RP3-416H24.1	-4.79417693711065	-6.69937701204922	-2.88897686217208	0.386957797475376	-5.58011409697918	0.000205308156219274	0.00866506754146965	0.805292762178964	2.0622280477483
ENSG00000107249	GLIS3	-4.77562585268726	-6.17940247647596	-3.37184922889856	3.10857195137157	-7.5440038108047	1.5992967897491e-05	0.00207879147757142	3.42614868672617	2.68218907232411
ENSG00000253972	RP11-4K16.2	-4.77318549362141	-7.22956418194074	-2.31680680530207	3.15007347731411	-4.30906060166706	0.0014172653023234	0.0267371977185765	-0.86136783561957	1.57288411237446
ENSG00000138271	GPR87	-4.76805089359258	-6.82101539653392	-2.71508639065124	-1.95346261718144	-5.15025879944002	0.000384588920966495	0.0121434954821418	0.196284317032392	1.91565628442236
ENSG00000185847	LINC01405	-4.72875045176604	-6.23690606860131	-3.22059483493077	-0.594818267458413	-6.95296191518829	3.27604889548134e-05	0.00305708730908256	2.4808236967924	2.51469215783547
ENSG00000177494	ZBED2	-4.70189339911722	-8.09857775396472	-1.30520904426972	1.12786596084859	-3.06963825371585	0.0113834852590738	0.0880225920379547	-2.63840843115077	1.05540584673415
ENSG00000134548	SPX	-4.68693541636256	-8.42078415350778	-0.953086679217326	2.00703841802291	-2.78356815700462	0.0187282331111966	0.116940843209841	-3.08508489428174	0.932033778977777
ENSG00000184845	DRD1	-4.68336612612402	-5.86525175790328	-3.50148049434477	-0.814420245887398	-8.78723554835593	4.00779948875628e-06	0.00106546289365446	4.23347803313843	2.97246167064403
ENSG00000147676	MAL2	-4.62274514062914	-6.84971962561562	-2.39577065564266	6.07426080512921	-4.60314144583779	0.000888187521773504	0.0199343527794653	-0.653455334400495	1.70039786027095
ENSG00000130487	KLHDC7B	-4.56712974949836	-7.17414838570226	-1.96011111329447	-1.1984510433941	-3.8848014285054	0.00283803779805823	0.0398764111365278	-1.37132178399364	1.39928393495762
ENSG00000079215	SLC1A3	-4.53212795321273	-6.80266098423019	-2.26159492219527	1.61225043336056	-4.42633162890896	0.00117463470722744	0.0240036213438083	-0.820474031837422	1.61972323283044
ENSG00000254902	ANO1-AS1	-4.531690254298	-5.18480492886808	-3.87857557972792	0.132566480314544	-15.3865193207873	1.79134360226618e-08	5.42188527160195e-05	9.26636226917064	4.26584967643413
ENSG00000124813	RUNX2	-4.50683267970837	-5.70305736284704	-3.3106079965697	1.88676730627265	-8.35465048406704	6.37194868895765e-06	0.00135002476872946	4.32254079843269	2.86965826348733
ENSG00000064270	ATP2C2	-4.42754898064294	-5.38239848682188	-3.47269947446401	2.29954211668612	-10.282484349745	9.17678238547558e-07	0.000518488551305902	6.11623103525309	3.2852608287823
ENSG00000269495	CTB-147C22.8	-4.38376323535412	-5.5594041533865	-3.20812231732174	0.613468477233136	-8.26879085861268	7.00147876183084e-06	0.00137352157895287	4.28333385069294	2.86216451312981
ENSG00000227036	LINC00511	-4.36536289844778	-5.30062241543135	-3.43010338146421	2.93652190513923	-10.3504165326561	8.61921610055879e-07	0.000518488551305902	6.21387051701964	3.2852608287823
ENSG00000144452	ABCA12	-4.3635380195037	-5.93684076400462	-2.79023527500279	-0.40541661889524	-6.15029680456133	9.29316352676616e-05	0.00541356375318651	1.471620391157	2.26651674435741
ENSG00000261857	MIA	-4.34260539227718	-5.67404260980565	-3.0111681747487	-0.866221873968203	-7.23268057635288	2.3213892466044e-05	0.00257504052187474	2.84143212350812	2.58921593233614
ENSG00000103888	CEMIP	-4.29692869240531	-5.73904068129599	-2.85481670351463	1.40305026709709	-6.60737217227133	5.08067881183625e-05	0.00380593144660698	2.37514748619683	2.41953903859982
ENSG00000167755	KLK6	-4.26001931109737	-5.4473660614181	-3.07267256077664	1.98664985764021	-7.9561618724264	9.92995446496816e-06	0.00166972972420064	3.93216868130116	2.77735382153967
ENSG00000197249	SERPINA1	-4.24198697015731	-5.972150024509	-2.51182391580561	1.81972398679828	-5.43690703240984	0.000252321503933514	0.0098815817076513	0.848366085940956	2.00517353396246
ENSG00000183780	SLC35F3	-4.21822998679454	-5.02983654951743	-3.40662342407165	0.757543796795842	-11.5253551052821	3.0696070286578e-07	0.000361722499147154	6.49516841376834	3.44162447727221
ENSG00000053747	LAMA3	-4.09417232188131	-5.95745039161222	-2.23089425215039	2.9012884526228	-4.8725696541874	0.000585033330883338	0.0157098874289294	0.0547467229431255	1.80382692693774
ENSG00000138772	ANXA3	-4.09078557639896	-5.41268343765446	-2.76888771514346	5.95017005443313	-6.86243788889485	3.66982802768628e-05	0.00322625088890412	2.60673498468995	2.49130186279024
ENSG00000230439	RP11-488P3.1	-4.06845050814782	-6.10614132786288	-2.03075968843276	-1.10936526344074	-4.42751824024064	0.00117241627952326	0.0240036213438083	-0.693291152159	1.61972323283044
ENSG00000249407	IL20RB-AS1	-4.03367364769764	-5.77493982608568	-2.2924074693096	-2.1645567659018	-5.13694840741444	0.000392301554847009	0.0122591342810377	0.157544773638421	1.91154019786355
ENSG00000164520	RAET1E	-4.02196257016263	-5.54428191586568	-2.49964322445959	-1.26553260055615	-5.85870821058803	0.000138604771265448	0.00678203069007171	1.13660043480573	2.1686402492824
ENSG00000275410	HNF1B	-3.97447605109887	-6.09948273393249	-1.84946936826526	1.224971403452	-4.14752674168523	0.00184115108736183	0.0312317598782506	-0.991391451975331	1.50540354302312
ENSG00000138759	FRAS1	-3.95509602205006	-4.49984317318716	-3.41034887091296	4.90922090818841	-16.1002149687756	1.13921652368601e-08	4.63002806652744e-05	10.2068806167007	4.33441637634683
ENSG00000134531	EMP1	-3.95240001956599	-5.80745257146889	-2.0973474676631	4.6781840584061	-4.72470052672478	0.000734756169210083	0.0179393150001782	-0.396493740598414	1.7461941441973
ENSG00000165125	TRPV6	-3.92860979536738	-5.67706427932586	-2.18015531140889	-1.04846162465215	-4.9825787861081	0.000494804910258689	0.0140650306775706	0.208745425343352	1.85185931624779
ENSG00000123095	BHLHE41	-3.92735524681571	-5.60464065284871	-2.25006984078272	-0.301389142824463	-5.19233649156453	0.000361250720620789	0.0118963546775427	0.503801380172491	1.92458609625111
ENSG00000165072	MAMDC2	-3.87197512939605	-5.76268069970093	-1.98126955909117	1.63719157785903	-4.54127985520802	0.000978958927926486	0.0213586837060884	-0.408535821519493	1.67042551553848
ENSG00000281903	AF127936.7	-3.87035409678327	-6.00345669736879	-1.73725149619775	-1.34571220715765	-4.02354224633458	0.00225585258313876	0.0351631392100141	-1.32589288860352	1.45391235997118
ENSG00000158125	XDH	-3.84374360517335	-9.18208408845415	1.49459687810745	-0.866442686280826	-1.59667950704104	0.140344528704871	0.357905576513013	-4.54023508371422	0.446231534831672
ENSG00000164684	ZNF704	-3.82799952620082	-4.86532572562944	-2.7906733267722	1.75333035551579	-8.18325602873498	7.6961735862165e-06	0.0014303406120278	4.19749935469282	2.84456053015054
ENSG00000196136	SERPINA3	-3.82267547414797	-5.20501864081714	-2.4403323074788	-0.688351521201035	-6.13226862300387	9.52253618088643e-05	0.00551240366296286	1.36073621114836	2.25865898736705
ENSG00000273143	RP11-525A16.4	-3.79749752968487	-5.72382979955906	-1.87116525981068	-1.49729305622634	-4.37155463674719	0.00128201413429678	0.0253064125704857	-0.696747273699292	1.59676941593491
ENSG00000135373	EHF	-3.76286340473475	-5.65811689252986	-1.86760991693963	2.25083713781059	-4.40271688723745	0.00121971606485157	0.024471708585237	-0.922326181318604	1.61133570767167
ENSG00000105976	MET	-3.7616490820527	-4.16746260321313	-3.35583556089227	6.71275968618286	-20.5551843487607	9.72530689516473e-10	6.86833590626184e-06	12.3873404743149	5.16314847316916
ENSG00000125266	EFNB2	-3.73738257386358	-4.96461991701761	-2.51014523070955	4.10033325826488	-6.75318434675812	4.21430187876974e-05	0.00342061750856292	2.50804238361524	2.46589548565344
ENSG00000104723	TUSC3	-3.70692613317498	-5.80240761062719	-1.61144465572276	-0.343668596578752	-3.92283206340876	0.00266431860995101	0.038643613575449	-1.4884413528736	1.41292226935541
ENSG00000170647	TMEM133	-3.69667539095939	-4.73138909166556	-2.66196169025321	-0.12878539986072	-7.92247226306464	1.03172974247516e-05	0.00170775453545478	3.58203553483465	2.76757455259227
ENSG00000117525	F3	-3.68148048071858	-5.20743218166898	-2.15552877976817	3.65586788857216	-5.34996973455118	0.000286372916867286	0.0106269011819693	0.585005213992018	1.97359335784458
ENSG00000204706	MAMDC2-AS1	-3.66003708729789	-5.65895101798424	-1.66112315661154	-1.47171976346001	-4.06032691652108	0.00212347949086803	0.0340834545250158	-1.29047837220826	1.46745639380208
ENSG00000260798	RP11-354M1.2	-3.65221956849895	-4.8455327332661	-2.45890640373181	-0.21258451145944	-6.78690949616155	4.03748527829958e-05	0.00336389332562775	2.45566971123747	2.47315778481996
ENSG00000167232	ZNF91	-3.64149609719131	-4.61189916233151	-2.67109303205112	3.16236387650112	-8.32141726954866	6.60802668062259e-06	0.00137352157895287	4.08216322286766	2.86216451312981
ENSG00000039068	CDH1	-3.6294288457263	-5.04584303634655	-2.21301465510605	3.6081665798824	-5.68221455225569	0.000177552969586986	0.00798541611525823	0.99095884307732	2.09770244811011
ENSG00000267257	RP11-1151B14.4	-3.6220224225823	-7.05436919013252	-0.18967565503207	-2.17812442877984	-2.34007397864003	0.0404905044003459	0.181215107040585	-3.57091532356158	0.741805600087017
ENSG00000263680	RP11-57A1.1	-3.60652317406817	-5.47899430740024	-1.7340520407361	-1.42286788743956	-4.27113409496392	0.00150659766869737	0.0275888373437263	-0.847536335717177	1.55926660129115
ENSG00000163071	SPATA18	-3.60319827904025	-5.63682143345427	-1.56957512462622	-1.06899900618437	-3.92904763391604	0.00263699885180542	0.0384780266344362	-1.48625270501025	1.41478720908098
ENSG00000083307	GRHL2	-3.57578220021778	-4.58416048080145	-2.5674039196341	1.07743142629262	-7.86352344511741	1.10349709355016e-05	0.00180181619461402	3.84450104145502	2.74428951398753
ENSG00000146674	IGFBP3	-3.54550571480627	-6.22656647485491	-0.864444954757634	2.47540430643287	-2.93252108899682	0.0144473328851221	0.100361384072264	-2.895876361462	0.998433358011053
ENSG00000183542	KLRC4	-3.52982384717243	-5.14446358819393	-1.91518410615093	-1.96744612103614	-4.84782580310651	0.000607640226654248	0.0160925918526544	-0.0324237851535534	1.79337400334318
ENSG00000273259	SERPINA3	-3.47359512035991	-4.74325528215252	-2.2039349585673	-0.254670914942101	-6.06682284900694	0.000104076477273093	0.0057875809028478	1.44290330683022	2.23750292505999
ENSG00000239713	APOBEC3G	-3.44820588624007	-4.43564541939807	-2.46076635308208	2.1755500762524	-7.74376720912721	1.26649434869853e-05	0.00186103118393758	3.69389186266656	2.73024634965346
ENSG00000124766	SOX4	-3.44542779012996	-4.79183789832783	-2.09901768193209	6.95940863757875	-5.6746019049948	0.000179477164307614	0.008005437221443	0.931808399183922	2.09661494386027
ENSG00000255819	KLRC4-KLRK1	-3.39738679046056	-4.95646682087626	-1.83830676004486	-0.140612492928358	-4.83221440447824	0.000622378651504976	0.016245315616676	-0.00622706345357482	1.78927184669208
ENSG00000188549	C15orf52	-3.36470196853727	-4.77260196829028	-1.95680196878427	2.703125593666	-5.2996160175072	0.000308310489709608	0.0110714819414872	0.565689483593088	1.95579424398714
ENSG00000101384	JAG1	-3.35533423570387	-4.36449290102769	-2.34617557038006	5.60368595772368	-7.37302905054804	1.95974014464258e-05	0.0022939786985935	3.22977548281876	2.63941061918377
ENSG00000272674	PCDHB16	-3.32701606466584	-5.31776248997513	-1.33626963935655	-1.77692747821908	-3.70602687162723	0.00382777756008909	0.046528469974531	-1.7718312769701	1.33228122841544
ENSG00000115339	GALNT3	-3.32135454833261	-5.10460417574393	-1.5381049209213	0.923074556582388	-4.13021544946821	0.00189389547751561	0.0319404968725543	-1.12015578640978	1.49565833217593
ENSG00000148735	PLEKHS1	-3.3089689963195	-4.78416143807783	-1.83377655456117	-1.45496181960496	-4.97408989754715	0.000501211209182426	0.0141777862335755	0.113220126270989	1.84839157603579
ENSG00000171877	FRMD5	-3.2861902412203	-3.82505037634891	-2.74733010609169	3.35224480571078	-13.5234112921368	6.43873008241999e-08	0.000151574860284703	8.7459453774419	3.8193728234071
ENSG00000177839	PCDHB9	-3.28570413276863	-5.08281123611663	-1.48859702942063	-1.25331316756309	-4.0543767604985	0.00214432796284185	0.0342882087160228	-1.31013253234173	1.46485520269687
ENSG00000251138	RP11-81H3.2	-3.2694545976237	-4.60574313635859	-1.93316605888881	-1.36248800620226	-5.42556134042758	0.000256509022073989	0.00992226004789158	0.769083523767502	2.0033893949289
ENSG00000140297	GCNT3	-3.26939472746755	-6.97441495582693	0.435625500891828	0.261946757818606	-1.9567997540264	0.0778350761495399	0.26097353353067	-4.21014423283427	0.583403534134541
ENSG00000133083	DCLK1	-3.25817481424079	-5.78274933804464	-0.733600290436945	1.30965720513424	-2.86190884963011	0.0163379211039495	0.108082328043457	-3.02259808004528	0.9662453093826
ENSG00000169429	CXCL8	-3.2508437349035	-6.04861617377754	-0.453071296029466	2.57443837342742	-2.57663746296985	0.0268601225098665	0.143999346056817	-3.51354415674643	0.841639480158644
ENSG00000174564	IL20RB	-3.24139229948911	-4.210404473639	-2.27238012533922	2.73841258177987	-7.41774626149422	1.85768651875254e-05	0.00224907452987486	3.34232662192828	2.64799615266705
ENSG00000135549	PKIB	-3.23869579457698	-4.52947870692083	-1.94791288223313	-0.1435507642877	-5.56399281510044	0.00021009907420634	0.00872817467688184	1.00828442874028	2.05907657080115
ENSG00000213809	KLRK1	-3.2372743167167	-4.79570145768588	-1.67884717574751	-0.347995091946483	-4.60641020092672	0.0008836456310365	0.0198534464313577	-0.329464478702708	1.70216409161125
ENSG00000154764	WNT7A	-3.23405561194539	-5.4881209509412	-0.979990272949576	-0.563358208827219	-3.18163674288655	0.00937581328218882	0.0784863942058479	-2.41817255758277	1.10520562266182
ENSG00000272341	RP1-151F17.2	-3.21664848931313	-4.49395496307885	-1.93934201554741	-2.24018853881975	-5.58442035939172	0.000204048277682164	0.00866506754146965	0.807035509271151	2.0622280477483
ENSG00000131746	TNS4	-3.19801345471493	-3.98610247948464	-2.40992442994522	1.80028088647641	-8.99859317407132	3.21605077729822e-06	0.000994950873659045	5.04384943565691	3.00219836229498
ENSG00000105550	FGF21	-3.19383937691969	-4.57093002133617	-1.81674873250321	-2.59231678706505	-5.14304298163796	0.00038874985257772	0.0122085227455705	0.297777732263667	1.91333688333282
ENSG00000183696	UPP1	-3.16759226989008	-4.16690889420454	-2.16827564557561	4.15729220173742	-7.02903608464485	2.98029757335169e-05	0.00296661603744362	2.82708259971245	2.52773865982076
ENSG00000164484	TMEM200A	-3.16726628606905	-4.06148810762369	-2.27304446451441	-1.35087773899908	-7.85432603400457	1.11517362807143e-05	0.00180181619461402	3.51995861296476	2.74428951398753
ENSG00000150551	LYPD1	-3.14862596714635	-4.64915012789028	-1.64810180640242	1.32844207327013	-4.65315683632317	0.000821311032482717	0.0189968524511041	-0.248373233975533	1.7213183504343
ENSG00000172137	CALB2	-3.1432490118468	-4.54107701619485	-1.74542100749874	0.770069685715331	-4.98648665811303	0.000491885052683266	0.0140641951568156	0.186659092970913	1.85188511589516
ENSG00000261286	RP11-517C16.2	-3.13197884571255	-3.89226474314495	-2.37169294828016	0.915225547145478	-9.13506192844653	2.79606677193244e-06	0.000940321693602105	4.89153409364629	3.0267235444264
ENSG00000172201	ID4	-3.11605033811305	-5.40860466242347	-0.823496013802619	1.40074865582759	-3.01407767351869	0.0125366132791178	0.0932958291340601	-2.64540745853365	1.03013777130764
ENSG00000176399	DMRTA1	-3.11003287772417	-4.74315272615878	-1.47691302928956	-2.52205858665764	-4.22295577916604	0.00162869268620068	0.028839191947729	-1.17132970816521	1.54001691238391
ENSG00000165895	ARHGAP42	-3.09867943356458	-3.70746349090269	-2.48989537622646	1.96254152690109	-11.2871160306808	3.75602727202407e-07	0.000361722499147154	6.95191541779707	3.44162447727221
ENSG00000168143	FAM83B	-3.0931046271379	-4.19801891377963	-1.98819034049617	1.84786550513645	-6.20777020642768	8.60066735839226e-05	0.00510426720790636	1.82382750278632	2.29206659841666
ENSG00000276170	AC124789.1	-3.08494817509099	-4.55480042847704	-1.61509592170495	-2.66391699019008	-4.65418669934984	0.000819991276031369	0.0189968524511041	-0.688930598618319	1.7213183504343
ENSG00000231840	AC073342.12	-3.07800020486792	-7.18970190989705	1.0337015001612	-0.093331803576951	-1.66003274585203	0.126817262097573	0.337802028169636	-4.59745993933733	0.471337747245066
ENSG00000074416	MGLL	-3.07410186289287	-4.57654211197949	-1.57166161380626	4.11511902291355	-4.5372285408781	0.000985235739445551	0.0214534322832815	-0.583959267415583	1.66850321618589
ENSG00000116991	SIPA1L2	-3.07131198177587	-3.95153911643531	-2.19108484711643	3.76033517927409	-7.73746668825568	1.27576253381831e-05	0.00186103118393758	3.69311793536367	2.73024634965346
ENSG00000119888	EPCAM	-3.05494295681474	-3.99374144298108	-2.1161444706484	5.30895311129682	-7.21606331870906	2.36876719662667e-05	0.00260036635206888	3.00371712242131	2.5849654622316
ENSG00000140450	ARRDC4	-3.0447171231098	-4.93422984448399	-1.1552044017356	4.26480763959718	-3.5732774618137	0.004790763635034	0.0529483094081718	-2.29908046626933	1.27614790196676
ENSG00000176046	NUPR1	-3.04212838800979	-4.64165154771623	-1.44260522830334	0.180505727648528	-4.21751481433866	0.00164312056021028	0.0289982416422047	-0.879923375572367	1.53762833548862
ENSG00000197467	COL13A1	-3.03539411273155	-5.63540323325806	-0.43538499220505	3.08214374790033	-2.58886751883755	0.0262942864304834	0.141646846326634	-3.88005233193321	0.848793090315358
ENSG00000179715	PCED1B	-3.03141321892769	-4.31761057433651	-1.74521586351887	-0.323991793114955	-5.22645407327062	0.000343435120004173	0.0116421758200454	0.20358997637315	1.93396584628985
ENSG00000158104	HPD	-3.02127485708199	-4.0627578090518	-1.97979190511218	-0.602592366960281	-6.43291305677791	6.37701717559601e-05	0.00442569428648917	1.91275183907015	2.35401858911557
ENSG00000162344	FGF19	-3.015751690026	-3.7369168931612	-2.2945864868908	1.99888033020255	-9.27321709285682	2.43083234312743e-06	0.000844295817276081	5.3148914434633	3.07350536225872
ENSG00000113211	PCDHB6	-3.01351428066547	-5.39349665299438	-0.633531908336562	-2.30663092936973	-2.8078191009244	0.0179529919532927	0.11391735265481	-2.94381631793197	0.943410116235017
ENSG00000255622	PCDHB17P	-3.01351428066547	-5.36006565476491	-0.66696290656603	-2.33921689706376	-2.84782171771249	0.0167439305317229	0.109762888668197	-2.8905867762879	0.959544472007678
ENSG00000153292	ADGRF1	-3.0049166195988	-6.96369277547353	0.953859536275925	0.688977565329025	-1.68322080524051	0.12216476314041	0.331483912912323	-4.98358326370521	0.479537543286162
ENSG00000146592	CREB5	-2.99957959062142	-4.61145913697357	-1.38770004426926	2.06686293549718	-4.12664791183396	0.00190496066002598	0.032006662572538	-1.04469647877356	1.49475960863924
ENSG00000072657	TRHDE	-2.99807652033901	-3.95102437299305	-2.04512866768498	-0.678545054904862	-6.9765897906202	3.18093889807623e-05	0.00304890271738299	2.573192159236	2.51585643262963
ENSG00000115963	RND3	-2.99524503568535	-3.8440712089464	-2.14641886242431	4.19384922056371	-7.8249794426049	1.15333317077229e-05	0.00182355745441437	3.80645422333423	2.73908054891612
ENSG00000166689	PLEKHA7	-2.96143236151205	-3.55508322420932	-2.36778149881477	2.12553058931499	-11.0621699233968	4.5599609788051e-07	0.000402226922887571	6.78959552605007	3.3955288634504
ENSG00000151693	ASAP2	-2.9562234996957	-4.05525094074925	-1.85719605864215	4.5438404836052	-5.96483369137916	0.000119676236964954	0.00616937838041607	1.42219442575626	2.20975859278287
ENSG00000169247	SH3TC2	-2.95610557679913	-4.38096491356027	-1.53124624003799	1.9077255602522	-4.60063266695656	0.000891690170010384	0.0199706550021247	-0.379147941946432	1.69960769080564
ENSG00000268739	CTC-518B2.12	-2.95089238499671	-3.99701000897065	-1.90477476102277	-0.459481522851237	-6.25521819774449	8.07070410186102e-05	0.00494202334699796	1.93083289717323	2.30609520724466
ENSG00000037280	FLT4	-2.94848185849477	-5.25476327057216	-0.642200446417369	-1.73074587888859	-2.83501768174345	0.0171217536378686	0.110995208598879	-2.90882576717183	0.954695768276227
ENSG00000113212	PCDHB7	-2.94848185849477	-5.25509975496498	-0.641863962024555	-2.51930961490081	-2.8346041155413	0.0171340990012559	0.110995208598879	-2.90937407284333	0.954695768276227
ENSG00000228158	TLE1P1	-2.94639036187853	-3.93653774117706	-1.95624298257999	0.590695626391134	-6.59872536279736	5.1377562525948e-05	0.0038328747085819	2.2091249639834	2.41647537700467
ENSG00000143217	NECTIN4	-2.93973804027021	-4.03912355046137	-1.84035253007906	-0.575128598549107	-5.92963872808376	0.000125626732062916	0.00636759227803113	1.22558760722306	2.19602475259924
ENSG00000109321	AREG	-2.92914841531924	-4.05123775571228	-1.8070590749262	6.3697965276148	-5.78873343477313	0.000152824884343153	0.00729256942472607	1.10309435726565	2.13711942773493
ENSG00000078018	MAP2	-2.92811718347693	-3.67127385437878	-2.18496051257508	2.35636366889821	-8.73730876363767	4.22423576093712e-06	0.00106546289365446	4.78387836716342	2.97246167064403
ENSG00000120328	PCDHB12	-2.92791611288087	-4.53281889414262	-1.32301333161911	-2.37051537268948	-4.04556804875967	0.00217558663916277	0.0345563717340879	-1.38337409328535	1.4614718627957
ENSG00000142623	PADI1	-2.91239097912398	-6.18504597769486	0.3602640194469	-0.34193548907198	-1.97341790006544	0.0756944618219036	0.257045365111125	-4.11261601088604	0.58999022266569
ENSG00000186212	SOWAHB	-2.89891651413106	-3.93139554071382	-1.86643748754829	1.28677641562892	-6.22621452999075	8.39034409770983e-05	0.00500749916614586	1.89369824147277	2.30037911435356
ENSG00000167767	KRT80	-2.89825797215	-4.12399767131467	-1.67251827298533	4.98496234300407	-5.24334455728418	0.000334963721773264	0.0114976528607905	0.315478296077047	1.93939080778945
ENSG00000278621	CTD-2033D15.3	-2.89754258693738	-5.11854446113498	-0.67654071273979	0.577698280275906	-2.89301385394969	0.0154761721289115	0.104494655612598	-2.82263426360052	0.980905921010455
ENSG00000101230	ISM1	-2.89744154154931	-3.72612496113365	-2.06875812196496	-0.158106995136195	-7.75346165812048	1.25237557711249e-05	0.00186103118393758	3.37439471408064	2.73024634965346
ENSG00000225356	RP11-433O3.1	-2.89626420211497	-3.62971385107987	-2.16281455315007	1.57947492644896	-8.75663972758593	4.13896623963088e-06	0.00106546289365446	4.73947839998375	2.97246167064403
ENSG00000183840	GPR39	-2.88702128826889	-4.02974075406413	-1.74430182247364	2.1710039331876	-5.60247557004471	0.000198855143725375	0.00854672402442467	1.07511191503564	2.06820031927762
ENSG00000026508	CD44	-2.88367808854011	-3.28648247907849	-2.48087369800173	7.03811397091615	-15.8753091903221	1.31118933304218e-08	4.63002806652744e-05	10.2972985282272	4.33441637634683
ENSG00000158079	PTPDC1	-2.88111050392823	-4.20329138482823	-1.55892962302823	4.52755151113152	-4.83213048835173	0.00062245889178875	0.016245315616676	-0.272416490679229	1.78927184669208
ENSG00000129354	AP1M2	-2.87202121529544	-3.82615512436919	-1.9178873062217	4.09053672810127	-6.67494856850928	4.65743229951658e-05	0.00357528600247854	2.35630152588488	2.44668921139295
