ens_id	gene_symbol	logFC	CI_L	CI_R	AveExpr	t	P_Value	adj_P_Val	B	neg_log_adj_P_Val
ENSG00000115604	IL18R1	-2.60221093355338	-4.66893843037588	-0.535483436730883	-0.0672066559087868	-2.79208663857082	0.0184521677591521	0.999815830823291	-3.22460043129622	7.99910233478342e-05
ENSG00000114270	COL7A1	-2.60178261759057	-3.57916459453917	-1.62440064064196	4.40890198250567	-5.90304769454328	0.000130332634395577	0.111889793002255	1.4210200777204	0.951209529601956
ENSG00000197705	KLHL14	-2.53834603832717	-3.71295627229006	-1.36373580436428	-3.3329508065102	-4.7921086593491	0.000662006701715864	0.292206999776125	-0.615165356620465	0.534309384816046
ENSG00000118257	NRP2	-2.52807381268863	-3.47926825600514	-1.57687936937213	1.68285063948645	-5.89372755361081	0.000132026470243847	0.111889793002255	1.40315741579023	0.951209529601956
ENSG00000268223	ARL14EPL	-2.52632296439321	-5.1101338196532	0.05748789086678	1.35579118050461	-2.16819212150794	0.0544075653084889	0.999815830823291	-3.96749718900111	7.99910233478342e-05
ENSG00000203618	GP1BB	-2.50457976534302	-4.35903837745327	-0.650121153232771	0.733174498159174	-2.99493452996697	0.0129607917270524	0.979340612127815	-3.34277954051857	0.00906623542825927
ENSG00000244144	RP11-757F18.3	-2.47847873210774	-3.50404594138981	-1.45291152282566	-0.692391133642189	-5.3590854344867	0.000282582611866948	0.203375881637949	-1.11796125121958	0.691700551376947
ENSG00000019505	SYT13	-2.46480313507885	-3.38126160225172	-1.54834466790597	2.28609329586396	-5.96401957644668	0.000119810414909337	0.111889793002255	1.01397055286685	0.951209529601956
ENSG00000116745	RPE65	-2.44120392094713	-5.06438861338511	0.181980771490848	0.113018504089296	-2.06369161754113	0.0649997742394028	0.999815830823291	-4.06555944097685	7.99910233478342e-05
ENSG00000005513	SOX8	-2.42369932191761	-4.99810612303026	0.150707479195047	1.27917850235124	-2.08771483811309	0.0624039795524581	0.999815830823291	-4.01354894852764	7.99910233478342e-05
ENSG00000133216	EPHB2	-2.4148853631411	-3.52097718997989	-1.30879353630231	4.12898923244454	-4.84144437674629	0.000613619585442637	0.282625177321155	-0.0688674552888537	0.548789152166884
ENSG00000186907	RTN4RL2	-2.40569886159199	-4.1947051730211	-0.616692550162887	2.20274599200057	-2.98194068592537	0.013256966394678	0.979340612127815	-3.43622543425646	0.00906623542825927
ENSG00000226963	AC078883.4	-2.40145286036343	-4.30255624715267	-0.500349473574184	1.14310826359301	-2.80116016152257	0.0181625992961768	0.999815830823291	-3.25095413310933	7.99910233478342e-05
ENSG00000229798	KRT18P26	-2.3864007614247	-4.24381060416731	-0.528990918682095	-1.20992602893056	-2.84908395501672	0.0167071410666819	0.999815830823291	-3.57893847447396	7.99910233478342e-05
ENSG00000186998	EMID1	-2.3864007614247	-4.15196821610294	-0.620833306746469	1.41406873456912	-2.99728937958505	0.0129078379136748	0.979340612127815	-3.49170095768165	0.00906623542825927
ENSG00000115112	TFCP2L1	-2.38043992703408	-3.11776324192496	-1.64311661214319	2.74954706952777	-7.15927211564568	2.53873059508687e-05	0.0488982591982777	1.71279550126849	1.31070660169518
ENSG00000172164	SNTB1	-2.37678790640175	-3.62119761366984	-1.13237819913366	2.24089942415848	-4.23542162233829	0.00159613621743149	0.435891174590914	-1.10622781854627	0.360621923974442
ENSG00000077063	CTTNBP2	-2.34013157453196	-5.1353393781557	0.455076229091787	1.0915941699508	-1.85650356259664	0.0919986314708236	0.999815830823291	-4.11246473753723	7.99910233478342e-05
ENSG00000104808	DHDH	-2.33980933612023	-4.17962467776201	-0.499993994478457	-0.00385474521202644	-2.82017360909416	0.0175705087299199	0.999815830823291	-3.31130376885354	7.99910233478342e-05
ENSG00000080493	SLC4A4	-2.33976596209573	-3.63572412831467	-1.04380779587679	-0.590624104105431	-4.0036033755768	0.00233118601334564	0.478051733249964	-1.28882053891339	0.320525102866402
ENSG00000259753	RP11-290H9.2	-2.32176310909697	-2.8798822071267	-1.76364401106723	-0.319050755197348	-9.22487804240302	2.55236415386053e-06	0.0163063212800671	4.30599223578282	1.78764400511356
ENSG00000145536	ADAMTS16	-2.30126551587956	-3.94608600357048	-0.65644502818864	0.342043753892074	-3.10254317209267	0.0107519539651669	0.934032296102527	-2.60568357564655	0.0296381068784479
ENSG00000171227	TMEM37	-2.28424178148192	-4.92012336055869	0.351639797594856	-0.366580618778402	-1.92170086949149	0.0825433396456067	0.999815830823291	-4.10038915629423	7.99910233478342e-05
ENSG00000260220	CCDC187	-2.28251734387075	-4.15003714255724	-0.41499754518426	-0.258242710516154	-2.71030697124224	0.0212797239414004	0.999815830823291	-3.61730711856416	7.99910233478342e-05
ENSG00000250208	FZD10-AS1	-2.27218004915999	-4.0844859105889	-0.459874187731077	-3.2845981652822	-2.78023084832235	0.0188375128238303	0.999815830823291	-3.02121956987103	7.99910233478342e-05
ENSG00000280233	RP11-159D12.3	-2.26117105278951	-4.21764255845333	-0.304699547125703	-1.53045698145004	-2.56288724998247	0.0275106850158562	0.999815830823291	-3.76069703802664	7.99910233478342e-05
ENSG00000141314	RHBDL3	-2.26045855718379	-3.85454867766907	-0.666368436698501	0.872010384356037	-3.1445122403274	0.00999786484409738	0.897562552762251	-3.34828508666046	0.0469352749247781
ENSG00000003989	SLC7A2	-2.26045855718379	-4.56726593680806	0.0463488224404847	1.21173226744243	-2.17297548998973	0.0539644644246043	0.999815830823291	-3.97335609558421	7.99910233478342e-05
ENSG00000139946	PELI2	-2.24297291397751	-3.6369940527019	-0.848951775253113	1.58334927637612	-3.56799535528927	0.00483391227166264	0.658588516129745	-2.29221835920703	0.181385846392051
ENSG00000113763	UNC5A	-2.23111584885743	-4.04868934896151	-0.413542348753353	1.60810595916314	-2.72207288661706	0.0208476849886671	0.999815830823291	-3.54847428318193	7.99910233478342e-05
ENSG00000120708	TGFBI	-2.22821522217807	-3.03976347973477	-1.41666696462137	-0.371186170337446	-6.08852926464565	0.000101046744319282	0.111889793002255	1.67155090870442	0.951209529601956
ENSG00000151632	AKR1C2	-2.21206129919033	-3.28051440267989	-1.14360819570076	0.363490124090259	-4.59104239778048	0.000905214844640382	0.330668739886134	-0.389900064784372	0.480606859627122
ENSG00000172296	SPTLC3	-2.20429464929607	-3.20032662587894	-1.2082626727132	-1.87289476323831	-4.90756404383563	0.000554572310985562	0.265032405720663	-0.501783291845324	0.576701021288723
ENSG00000103460	TOX3	-2.19693177956694	-3.36810359217545	-1.02575996695843	-3.11947649356822	-4.15973410034128	0.00180488516129893	0.460724119426992	-1.41198992653156	0.336559051346502
ENSG00000196415	PRTN3	-2.17208335061739	-4.38592725650571	0.0417605552709404	-0.647674552660845	-2.17570044720239	0.0537135884068727	0.999815830823291	-3.89205761215075	7.99910233478342e-05
ENSG00000148488	ST8SIA6	-2.16213436450466	-3.92796396257865	-0.396304766430665	-0.928856851978958	-2.71521046012096	0.0210985946231959	0.999815830823291	-3.62178918799892	7.99910233478342e-05
ENSG00000103316	CRYM	-2.14618271008761	-2.79064413964796	-1.50172128052726	1.93203231025653	-7.38481078350464	1.93227702763647e-05	0.0409391533845338	2.39650975091794	1.38786114272449
ENSG00000154102	C16orf74	-2.13432813447199	-3.8762144815398	-0.392441787404171	1.30699019680451	-2.71713354835847	0.0210279786705646	0.999815830823291	-3.34144312758224	7.99910233478342e-05
ENSG00000163362	C1orf106	-2.13404413805652	-2.76607867673436	-1.50200959937868	3.17859811897216	-7.48742002330948	1.709943992348e-05	0.0402539815176412	2.88888198637219	1.39519115714398
ENSG00000187134	AKR1C1	-2.13190195773465	-3.15357884483027	-1.11022507063903	0.775556920631826	-4.62725326346812	0.000855255868763346	0.323576894490875	-0.321852998692641	0.490022497422478
ENSG00000186891	TNFRSF18	-2.10598175912	-3.68923049570843	-0.52273302253158	3.05276229272307	-2.94968110186413	0.0140222261800699	0.99029635359047	-2.96807262670554	0.00423482008004051
ENSG00000148600	CDHR1	-2.10399421063814	-3.12957264339856	-1.07841577787772	-3.27018178072594	-4.54930727807829	0.000966646221788265	0.341338891683799	-0.574646286345489	0.466814225986253
ENSG00000135925	WNT10A	-2.10239182847237	-3.08298083990125	-1.1218028170435	0.944723625918317	-4.75440581391632	0.000701704825808098	0.297340402887924	-0.297795591801032	0.526746074451
ENSG00000151090	THRB	-2.10070414360686	-3.24218664903865	-0.959221638175058	1.54487616965755	-4.08098729686469	0.00205272126513789	0.477222553726169	-1.78316412919865	0.321279039588115
ENSG00000106537	TSPAN13	-2.09168708314621	-3.74310176329647	-0.44027240299596	3.13048588749697	-2.80873123693056	0.0179244696903603	0.999815830823291	-2.937887809583	7.99910233478342e-05
ENSG00000152785	BMP3	-2.08956062083057	-3.95776736693666	-0.221353874724469	-2.8435256377473	-2.48027393744515	0.0317598223246977	0.999815830823291	-3.38005519512224	7.99910233478342e-05
ENSG00000150722	PPP1R1C	-2.07934622140918	-5.02611494827026	0.8674225054519	0.628382275501619	-1.56476947694604	0.147629658852177	0.999815830823291	-4.37200774087778	7.99910233478342e-05
ENSG00000198610	AKR1C4	-2.07317252633566	-3.504264475187	-0.642080577484315	-1.95178011768197	-3.21245843476438	0.00888945344015095	0.858482084209484	-2.46647455659951	0.0662687637647398
ENSG00000206811	SNORA10	-2.07122030938696	-3.64877721575851	-0.493663403015417	-0.353471061762813	-2.91146029835524	0.0149869036763438	0.999815830823291	-3.05093944779132	7.99910233478342e-05
ENSG00000234694	RP1-92O14.3	-2.07055815490577	-4.24737343105208	0.106257121240533	-1.37227550233044	-2.10928598481628	0.0601572285732124	0.999815830823291	-3.97575489032828	7.99910233478342e-05
ENSG00000189127	ANKRD34B	-2.0679022859202	-4.52016474910799	0.384360177267593	-3.07007031875156	-1.86996153623359	0.0899684607105533	0.999815830823291	-4.20836139206769	7.99910233478342e-05
ENSG00000180066	C10orf91	-2.06669972306405	-4.02522885690662	-0.108170589221477	-0.735641024139385	-2.3400059176313	0.0404952644871562	0.999815830823291	-3.85269801821682	7.99910233478342e-05
ENSG00000095303	PTGS1	-2.06191643696009	-3.51262811703866	-0.611204756881517	1.09359523739642	-3.1518066220827	0.00987240322711362	0.897562552762251	-2.56013675132114	0.0469352749247781
ENSG00000184454	NCMAP	-2.05555253878366	-4.39629892866536	0.285193851098049	1.128152677993	-1.94734917081034	0.0790775301904706	0.999815830823291	-4.04874348847799	7.99910233478342e-05
ENSG00000136883	KIF12	-2.04187721607011	-2.91740594691423	-1.16634848522599	1.97550049025862	-5.17164649893237	0.000372532012240306	0.224430507850479	0.157744028086773	0.64891810779666
ENSG00000135074	ADAM19	-2.04102416955063	-3.33358656947942	-0.748461769621839	4.68848396034878	-3.5015976320531	0.00541187862838837	0.699155320119905	-1.94750079369691	0.155426333298972
ENSG00000196139	AKR1C3	-2.03295520398396	-3.19388174315939	-0.872028664808532	0.939579602556668	-3.88322612080488	0.00284548355497601	0.524237044167623	-1.37861411020643	0.28047229374967
ENSG00000272341	RP1-151F17.2	-2.01760117565425	-4.03695306960162	0.00175071829312889	-2.24018853881975	-2.21560801159192	0.0501651339748772	0.999815830823291	-3.98671455426365	7.99910233478342e-05
ENSG00000131620	ANO1	-2.01760117565424	-5.04240360518331	1.00720125387482	1.89048306784441	-1.47913536129687	0.168839455052941	0.999815830823291	-4.4274328890814	7.99910233478342e-05
ENSG00000149654	CDH22	-2.01752283130178	-3.90237486541015	-0.132670797193421	-0.071131684833735	-2.37361788750433	0.0382095525016199	0.999815830823291	-3.85073101300249	7.99910233478342e-05
ENSG00000237187	NR2F1-AS1	-2.01752283130178	-3.94404612269602	-0.0909995399075476	2.011351846292	-2.32227584449328	0.0417539769267269	0.999815830823291	-3.88425876828589	7.99910233478342e-05
ENSG00000135549	PKIB	-2.0075898882495	-4.19390231455304	0.178722538054052	-0.1435507642877	-2.03625604706743	0.0680892017774741	0.999815830823291	-3.98240132568815	7.99910233478342e-05
ENSG00000254406	RP11-215D10.1	-1.98962143002397	-3.87594939808034	-0.103293461967598	-0.096651139904521	-2.33896033383067	0.0405684594798974	0.999815830823291	-3.64865731101258	7.99910233478342e-05
ENSG00000170935	NCBP2L	-1.98402938655618	-3.58445429883628	-0.383604474276085	-2.19318319887254	-2.74904853887391	0.0198899291263688	0.999815830823291	-3.11928620274414	7.99910233478342e-05
ENSG00000225216	AC007362.3	-1.98128552085034	-3.17162712990704	-0.790943911793638	-3.03355082707136	-3.69100863755313	0.00392583502119357	0.637229034877503	-1.96191273477459	0.195704444107877
ENSG00000171124	FUT3	-1.96128952248301	-3.74923517260332	-0.173343872362703	-1.02346828549106	-2.43252328347848	0.0345036322156641	0.999815830823291	-3.69796146262512	7.99910233478342e-05
ENSG00000262120	RP11-510M2.7	-1.95025493909936	-3.47011024595487	-0.430399632243847	-0.547349000499427	-2.84550106730607	0.0168117813927965	0.999815830823291	-3.3384970640858	7.99910233478342e-05
ENSG00000009950	MLXIPL	-1.91741993296058	-3.94774926496177	0.112909399040608	3.11993994927668	-2.09421062964317	0.0617191558387255	0.999815830823291	-3.96300448304673	7.99910233478342e-05
ENSG00000197261	C6orf141	-1.89639366374334	-3.6072546418931	-0.185532685593593	0.237500098366693	-2.45800852800236	0.0330114935141947	0.999815830823291	-3.57688206696733	7.99910233478342e-05
ENSG00000213730	POLD2P1	-1.88762282490602	-3.33023417563825	-0.445011474173784	-0.759254639116303	-2.9015862583971	0.0152468285627135	0.999815830823291	-3.34577456910707	7.99910233478342e-05
ENSG00000128655	PDE11A	-1.88524206010073	-3.97199179764085	0.201507677439396	-0.83061140606321	-2.00339397562089	0.0719720128025608	0.999815830823291	-4.08571301443342	7.99910233478342e-05
ENSG00000177706	FAM20C	-1.88066810839637	-3.07545133612263	-0.685884880670099	2.94062626364746	-3.49054027410275	0.00551485329943016	0.708140587000162	-2.30331333693492	0.149880513359294
ENSG00000077264	PAK3	-1.87343406991524	-2.54539143740025	-1.20147670243024	-1.20369356964594	-6.182531027906	8.89769705655493e-05	0.1108914750219	1.45110546898654	0.955101839723303
ENSG00000176771	NCKAP5	-1.86468530080863	-2.78965705180859	-0.939713549808684	-2.09472071035861	-4.47040313037848	0.00109513385708902	0.353525581732091	-1.2511991388908	0.451579154418411
ENSG00000197461	PDGFA	-1.84678679392713	-3.35628542442454	-0.337288163429719	2.66392070172845	-2.71302407483099	0.0211791663857676	0.999815830823291	-3.13095835865446	7.99910233478342e-05
ENSG00000154342	WNT3A	-1.83641060879292	-3.84474891131291	0.171927693727078	0.413537466796776	-2.02769454373269	0.069081323045949	0.999815830823291	-4.08269415442597	7.99910233478342e-05
ENSG00000167889	MGAT5B	-1.82092938762591	-2.60962943302428	-1.03222934222753	2.46055411970397	-5.11977469855384	0.000402496804846493	0.23047837308872	0.0198783198938655	0.637369820334572
ENSG00000265254	CTD-2350C19.2	-1.80430171159884	-4.07224187767482	0.463638454477143	-1.01507726072956	-1.76419740588693	0.107097903110524	0.999815830823291	-4.23574301528384	7.99910233478342e-05
ENSG00000173227	SYT12	-1.80089069340126	-3.58973717158528	-0.0120442152172333	0.81769993770784	-2.23246106882785	0.0487352370924687	0.999815830823291	-3.77690516332133	7.99910233478342e-05
ENSG00000214660	SLC29A4P2	-1.79496400650697	-3.46186936441006	-0.128058648603875	-0.621850172146735	-2.38789052573725	0.0372774444146032	0.999815830823291	-3.6974293492624	7.99910233478342e-05
ENSG00000142611	PRDM16	-1.79448486768322	-3.66253964149764	0.0735699061311972	1.20561666939664	-2.1301971774281	0.058052809570194	0.999815830823291	-3.96883396748035	7.99910233478342e-05
ENSG00000179455	MKRN3	-1.79333525653228	-4.39472657317795	0.808056060113398	-0.0310356023139389	-1.52871107209905	0.156259395441316	0.999815830823291	-4.39563817117841	7.99910233478342e-05
ENSG00000154822	PLCL2	-1.79273403082788	-4.19448526546131	0.609017203805538	-0.231922368079868	-1.65522657589534	0.127801184999719	0.999815830823291	-4.32937728861256	7.99910233478342e-05
ENSG00000057704	TMCC3	-1.79273403082788	-4.21718118208607	0.631713120430305	0.4431683610819	-1.63973154464992	0.131019900805895	0.999815830823291	-4.33827555696793	7.99910233478342e-05
ENSG00000003137	CYP26B1	-1.7869178674216	-3.88534410352481	0.311508368681611	1.81360945453854	-1.88834131220431	0.0872626597949866	0.999815830823291	-4.1641863762407	7.99910233478342e-05
ENSG00000280202	RP5-1180D12.1	-1.7869178674216	-3.75158194512777	0.177746210284567	0.223995739767612	-2.01690711262637	0.070350791971887	0.999815830823291	-4.07942486735933	7.99910233478342e-05
ENSG00000166897	ELFN2	-1.78157871235439	-2.42622786338933	-1.13692956131945	6.09011323080317	-6.12845794717791	9.5717930701595e-05	0.111889793002255	1.6500280610686	0.951209529601956
ENSG00000062038	CDH3	-1.76628533189054	-3.71347642968821	0.180905765907125	4.14479806768143	-2.01150861819269	0.0709943044500926	0.999815830823291	-3.94460223513169	7.99910233478342e-05
ENSG00000159231	CBR3	-1.76528816962461	-2.93607840494697	-0.594497934302256	0.58530004265451	-3.34353697067465	0.00709265652067738	0.778611988101511	-2.33830652634523	0.108678913838697
ENSG00000204624	DISP3	-1.76494731932882	-3.95610240058294	0.426207761925288	-0.332226787493055	-1.78619241707115	0.103307459510474	0.999815830823291	-4.22119125719766	7.99910233478342e-05
ENSG00000008196	TFAP2B	-1.76421111327271	-3.05666010561973	-0.471762120925692	-2.88831817742388	-3.02696048703779	0.0122590979151575	0.966674659448435	-2.62988199457131	0.0147196659172585
ENSG00000104369	JPH1	-1.7575643792592	-3.82026518792733	0.30513642940893	1.49401379664216	-1.88949007013963	0.0870960706555402	0.999815830823291	-4.13422668500947	7.99910233478342e-05
ENSG00000142677	IL22RA1	-1.74146341252884	-3.14928141665199	-0.333645408405693	0.280669836042049	-2.74307353564894	0.0200982046827925	0.999815830823291	-3.15607322922521	7.99910233478342e-05
ENSG00000213809	KLRK1	-1.73181231077878	-5.25998734668368	1.79636272512611	-0.347995091946483	-1.08847964120708	0.301043054404155	0.999815830823291	-4.64141662380621	7.99910233478342e-05
ENSG00000255819	KLRC4-KLRK1	-1.73181231077878	-5.44064028554363	1.97701566398606	-0.140612492928358	-1.03546099288713	0.324006311701532	0.999815830823291	-4.66766097276269	7.99910233478342e-05
ENSG00000103522	IL21R	-1.71721434548018	-3.81250869348568	0.378080002525327	0.0207476408345984	-1.81739394604829	0.098140351230658	0.999815830823291	-4.16948720261968	7.99910233478342e-05
ENSG00000130775	THEMIS2	-1.71375301497376	-2.40303905519469	-1.02446697475283	2.25211731119666	-5.51338549655283	0.000225930775116119	0.170956976156615	0.258164538734155	0.767113172466065
ENSG00000163531	NFASC	-1.71367452421215	-3.03506937269065	-0.392279675733652	-0.210324678509057	-2.87584411718015	0.0159460329092118	0.999815830823291	-3.26180622824899	7.99910233478342e-05
ENSG00000168243	GNG4	-1.70999173050344	-3.25478309675638	-0.165200364250503	1.35247863821828	-2.45467380046744	0.0332030805212076	0.999815830823291	-3.66188666502646	7.99910233478342e-05
ENSG00000239467	AC007405.6	-1.70412972432612	-4.63443703773116	1.22617758907892	-0.196934622851284	-1.28961208228552	0.225216054852137	0.999815830823291	-4.53402613761427	7.99910233478342e-05
ENSG00000117069	ST6GALNAC5	-1.68886505402554	-3.94409038043236	0.566360272381284	-0.491676790843584	-1.66063665553732	0.126694109186229	0.999815830823291	-4.29217963713819	7.99910233478342e-05
ENSG00000163082	SGPP2	-1.6884990262585	-2.94768065469104	-0.429317397825957	0.694634241609357	-2.97359656559997	0.0134507602853471	0.982693993674652	-2.87623407061389	0.00758169839178061
ENSG00000135636	DYSF	-1.68817447798543	-4.73293386602001	1.35658491004915	0.6182039930557	-1.22951537148598	0.246056191605546	0.999815830823291	-4.624306242204	7.99910233478342e-05
ENSG00000272694	RP1-63G5.8	-1.6795360521115	-2.64529681247363	-0.713775291749359	2.76696485298006	-3.85646492350013	0.00297513133255542	0.538753055921809	-1.64172665287639	0.268610253413644
ENSG00000142273	CBLC	-1.66751816644926	-5.51327098671563	2.17823465381711	2.45811801849436	-0.961521096416193	0.358183196422629	0.999815830823291	-4.78327667842299	7.99910233478342e-05
ENSG00000284176	NA	-1.65509674631223	-3.44321087580989	0.133017383185437	-0.869014268909605	-2.05256897710119	0.0662359393194103	0.999815830823291	-3.97353732130684	7.99910233478342e-05
ENSG00000224494	HNRNPA3P14	-1.65014762873826	-4.45742319135028	1.15712793387376	-0.470722976571229	-1.30348898379177	0.220615060659396	0.999815830823291	-4.5244245511256	7.99910233478342e-05
ENSG00000284108	NA	-1.64943533364211	-4.1425927427782	0.843722075493988	-0.0675854181609973	-1.46708475798458	0.172026324002762	0.999815830823291	-4.43598277278373	7.99910233478342e-05
ENSG00000113905	HRG	-1.64943533364211	-3.52106106167912	0.222190394394902	-0.61565995568932	-1.95427599621432	0.0781650741070815	0.999815830823291	-4.15774326447866	7.99910233478342e-05
ENSG00000224462	C4BPAP1	-1.64943533364211	-3.59515191773176	0.296281250447551	-0.986330569950053	-1.87985920668462	0.0885018689285429	0.999815830823291	-4.20153522098163	7.99910233478342e-05
ENSG00000213972	RP3-522P13.2	-1.64943533364211	-3.82103537986826	0.522164712584044	-0.816115702236536	-1.68432177028006	0.121947718220192	0.999815830823291	-4.31487976173869	7.99910233478342e-05
ENSG00000133135	RNF128	-1.64943533364211	-4.73634281822218	1.43747215093797	0.822373763608988	-1.18489888422991	0.262512539193896	0.999815830823291	-4.58104186664541	7.99910233478342e-05
ENSG00000132170	PPARG	-1.64838274655731	-2.96511038339845	-0.331655109716176	3.3329335863457	-2.77607835357465	0.0189743779027245	0.999815830823291	-3.07892908276238	7.99910233478342e-05
ENSG00000124813	RUNX2	-1.63998199117429	-3.24686199270527	-0.033101989643324	1.88676730627265	-2.26321203516201	0.0462267148572176	0.999815830823291	-3.65402645893643	7.99910233478342e-05
ENSG00000164379	FOXQ1	-1.63698158714359	-3.88344481652279	0.609481642235605	0.327557258690215	-1.61589854820106	0.136111570038587	0.999815830823291	-4.3400802397136	7.99910233478342e-05
ENSG00000125508	SRMS	-1.61976154839419	-3.27284445966381	0.0333213628754296	0.418709412287872	-2.17283155281725	0.053977747296592	0.999815830823291	-3.85444467406158	7.99910233478342e-05
ENSG00000103196	CRISPLD2	-1.599999806891	-2.61869997814185	-0.581299635640156	1.68315532102949	-3.48291729377954	0.00558701996142828	0.712476452675431	-2.08892411259029	0.147229484501367
ENSG00000173917	HOXB2	-1.59391951106413	-3.69014890005995	0.502309877931704	-0.469035470778058	-1.68615382479719	0.121587313050695	0.999815830823291	-4.3027586885039	7.99910233478342e-05
ENSG00000226051	ZNF503-AS1	-1.59391951106412	-3.59336546493894	0.405526442810688	-1.08708810034488	-1.76777231465437	0.106473337870052	0.999815830823291	-4.2527713424603	7.99910233478342e-05
ENSG00000248839	RP11-227H4.5	-1.59391951106412	-3.74092555513741	0.553086533009157	-0.117022311677416	-1.64627631657796	0.129651670333872	0.999815830823291	-4.32691209051309	7.99910233478342e-05
ENSG00000185338	SOCS1	-1.5903785076812	-3.64613056897697	0.465373553614562	-0.134015822132751	-1.71553417610264	0.115936917732118	0.999815830823291	-4.24008151909578	7.99910233478342e-05
ENSG00000217825	AC099552.4	-1.58405439810113	-4.93645979706059	1.76835100085833	-4.44441215555549	-1.04781152472594	0.318542724485545	0.999815830823291	-4.76361673315135	7.99910233478342e-05
ENSG00000178752	ERFE	-1.58214431478523	-2.72078935460837	-0.443499274962095	2.01838488906032	-3.08125291182213	0.0111563733816205	0.942578139598377	-2.79193422857552	0.0256826366768365
ENSG00000135919	SERPINE2	-1.58060773321475	-3.00370951490297	-0.157505951526535	6.81063286149269	-2.46296222309663	0.0327288942832678	0.999815830823291	-3.67449089151133	7.99910233478342e-05
ENSG00000088992	TESC	-1.57647193647215	-4.01704754617987	0.86410367323558	2.15105779207558	-1.43239761079723	0.181489351424452	0.999815830823291	-4.48375820605832	7.99910233478342e-05
ENSG00000111432	FZD10	-1.57400927407196	-2.73940690131692	-0.408611646827001	-3.82416428289547	-2.99504097281594	0.0129583933923699	0.979340612127815	-2.74989348839254	0.00906623542825927
ENSG00000227036	LINC00511	-1.57185084478672	-2.53871862885433	-0.604983060719103	2.93652190513923	-3.60507125978284	0.00453932787153526	0.652957668139887	-1.79455685763553	0.185114973532253
ENSG00000171435	KSR2	-1.56606805753458	-4.50771383813008	1.37557772306093	1.64164422490398	-1.18056489870195	0.264156699468448	0.999815830823291	-4.62610508470344	7.99910233478342e-05
ENSG00000154678	PDE1C	-1.56372873446829	-2.44428580077439	-0.683171668162196	-1.24503524250683	-3.93798013248408	0.00259824824156751	0.495937707153972	-1.38496863327961	0.304572870159522
ENSG00000061918	GUCY1B3	-1.55894637691397	-3.29195887565538	0.174066121827441	-2.9808016179517	-1.99479877449766	0.0730214149019631	0.999815830823291	-4.05898560484632	7.99910233478342e-05
ENSG00000124915	DKFZP434K028	-1.55529352306913	-3.19698981178858	0.0864027656503086	-0.725945402427017	-2.10082152064296	0.0610295285118733	0.999815830823291	-3.96850887112305	7.99910233478342e-05
ENSG00000123689	G0S2	-1.55082463836011	-2.31764960628455	-0.783999670435682	-3.40488261450575	-4.48472747916116	0.00107053260692895	0.353525581732091	-0.707386195688466	0.451579154418411
ENSG00000115009	CCL20	-1.53335373738893	-2.85934281832427	-0.207364656453588	-2.27598192413105	-2.56431881506024	0.0274422333535497	0.999815830823291	-3.28345494384222	7.99910233478342e-05
