"ATAC_SYMBOL","ENSEMBL","RNA_SYMBOL","RNA_logFC","RNA_P_Value","Avg_ATAC_logFC","nb_sig_peak","GENENAME","BAF.gene","TF.gene"
"ABCA2","ENSG00000107331","ABCA2",0.417610392061553,0.0510509478730288,1.21269936605826,1,"ATP binding cassette subfamily A member 2","NO","NO"
"ABCA5","ENSG00000154265","ABCA5",-0.672419060740338,0.117219764224145,0.29074170415075,5,"ATP binding cassette subfamily A member 5","NO","NO"
"ABCB6","ENSG00000115657","ABCB6",0.328486379558529,0.177639518136251,1.41100687370353,1,"ATP binding cassette subfamily B member 6 (Langereis blood group)","NO","NO"
"ABCC1","ENSG00000103222","ABCC1",0.343569589010819,0.0231847955902488,-1.83656641732066,2,"ATP binding cassette subfamily C member 1","NO","NO"
"ABCC11","ENSG00000121270","ABCC11",-0.126027927594063,0.647546393925852,-2.34528593472886,1,"ATP binding cassette subfamily C member 11","NO","NO"
"ABCC2","ENSG00000023839","ABCC2",-1.78999911165609,0.000136674302439635,-2.49919039506436,2,"ATP binding cassette subfamily C member 2","NO","NO"
"ABCC3","ENSG00000108846","ABCC3",-1.07415382252374,0.0470921088626978,-1.43996545433566,1,"ATP binding cassette subfamily C member 3","NO","NO"
"ABCC4","ENSG00000125257","ABCC4",-0.353677682569804,0.184647172804442,-1.75040175666441,3,"ATP binding cassette subfamily C member 4","NO","NO"
"ABCC5","ENSG00000114770","ABCC5",0.562721623774411,0.0408251763062059,-1.57882362529799,1,"ATP binding cassette subfamily C member 5","NO","NO"
"ABCC6","ENSG00000091262","ABCC6",0.824338080515514,0.0149385701434869,-1.94040848863763,2,"ATP binding cassette subfamily C member 6","NO","NO"
"ABCD3","ENSG00000117528","ABCD3",0.127177007740556,0.489196900690953,1.28717710868078,1,"ATP binding cassette subfamily D member 3","NO","NO"
"ABCE1","ENSG00000164163","ABCE1",-0.136497760558193,0.477100641976527,-1.36542932427928,18,"ATP binding cassette subfamily E member 1","NO","NO"
"ABCF1","ENSG00000204574","ABCF1",0.410273634067492,0.0394533577035179,1.16185661749384,1,"ATP binding cassette subfamily F member 1","NO","NO"
"ABCG1","ENSG00000160179","ABCG1",0.036279276124064,0.900378302771038,1.44557849736287,2,"ATP binding cassette subfamily G member 1","NO","NO"
"ABCG2","ENSG00000118777","ABCG2",-1.28222854402802,0.00910510934878485,-1.86941889302121,1,"ATP binding cassette subfamily G member 2 (Junior blood group)","NO","NO"
"ABHD10","ENSG00000144827","ABHD10",1.17896554657919,0.000227480943389836,1.31339651091198,3,"abhydrolase domain containing 10, depalmitoylase","NO","NO"
"ABHD11","ENSG00000106077","ABHD11",-0.327423261610202,0.334472477160059,-0.187288236286245,2,"abhydrolase domain containing 11","NO","NO"
"ABHD13","ENSG00000139826","ABHD13",-0.109370689791222,0.63973072610424,-0.0969406775467412,11,"abhydrolase domain containing 13","NO","NO"
"ABHD16A","ENSG00000204427","ABHD16A",-0.0464602909044327,0.803538323857425,1.24582741036859,2,"abhydrolase domain containing 16A, phospholipase","NO","NO"
"ABHD17A","ENSG00000129968","ABHD17A",0.918816529111832,0.0012316099770296,1.39966962766245,2,"abhydrolase domain containing 17A, depalmitoylase","NO","NO"
"ABHD17B","ENSG00000107362","ABHD17B",0.305010811652124,0.147284194833399,-1.41782889120371,12,"abhydrolase domain containing 17B, depalmitoylase","NO","NO"
"ABHD17C","ENSG00000136379","ABHD17C",0.0421343760030091,0.838589708365042,-1.80824608096155,1,"abhydrolase domain containing 17C, depalmitoylase","NO","NO"
"ABHD2","ENSG00000140526","ABHD2",-0.182740713873346,0.211851367649237,-2.23887726019744,3,"abhydrolase domain containing 2, acylglycerol lipase","NO","NO"
"ABHD3","ENSG00000158201","ABHD3",-0.134397286134895,0.419110486669303,-1.08124398051034,1,"abhydrolase domain containing 3, phospholipase","NO","NO"
"ABHD4","ENSG00000100439","ABHD4",0.244879209745689,0.263195249504339,-1.52332964214221,2,"abhydrolase domain containing 4, N-acyl phospholipase B","NO","NO"
"ABHD5","ENSG00000011198","ABHD5",-0.457485892243786,0.0485150452456334,0.138087782611243,3,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase","NO","NO"
"ABHD6","ENSG00000163686","ABHD6",0.54814356557946,0.0955227578710021,-1.40743387255551,2,"abhydrolase domain containing 6, acylglycerol lipase","NO","NO"
"ABI1","ENSG00000136754","ABI1",-0.231463011700809,0.174703647440234,-3.31496272253534,1,"abl interactor 1","NO","NO"
"ABI2","ENSG00000138443","ABI2",0.170101658701398,0.395863192722925,-0.497804339484554,2,"abl interactor 2","NO","NO"
"ABI3BP","ENSG00000154175","ABI3BP",-0.0616130828936345,0.966366003912177,-0.65098853046292,3,"ABI family member 3 binding protein","NO","NO"
"ABL1","ENSG00000097007","ABL1",-0.108747846989808,0.457277332972906,0.708844050530574,1,"ABL proto-oncogene 1, non-receptor tyrosine kinase","NO","YES"
"ABL2","ENSG00000143322","ABL2",-0.54607611538029,0.145071259519429,-1.29496709678519,1,"ABL proto-oncogene 2, non-receptor tyrosine kinase","NO","NO"
"ABLIM1","ENSG00000099204","ABLIM1",-0.848539186703748,0.00488556483615421,-2.12762770910844,17,"actin binding LIM protein 1","NO","NO"
"ABLIM2","ENSG00000163995","ABLIM2",-0.255313693465572,0.320398602138619,-1.26433816315109,5,"actin binding LIM protein family member 2","NO","NO"
"ABLIM3","ENSG00000173210","ABLIM3",-1.87385950451534,0.00020195810274993,-1.26568709117172,6,"actin binding LIM protein family member 3","NO","NO"
"ABR","ENSG00000159842","ABR",0.130285095492641,0.385815349550819,-0.08735140483156,2,"ABR activator of RhoGEF and GTPase","NO","NO"
"ABRACL","ENSG00000146386","ABRACL",0.140151056427095,0.367476308315593,0.967428207494189,1,"ABRA C-terminal like","NO","NO"
"ABTB1","ENSG00000114626","ABTB1",0.723907549441729,0.022154763943235,-0.507320070339176,5,"ankyrin repeat and BTB domain containing 1","NO","NO"
"ABTB2","ENSG00000166016","ABTB2",-0.458017421337447,0.082879501411131,-1.27911413537248,6,"ankyrin repeat and BTB domain containing 2","NO","NO"
"ABTB3","ENSG00000151136","BTBD11",-2.6850708983115,1.87733384187733e-05,-2.13816791612116,13,"ankyrin repeat and BTB domain containing 3","NO","NO"
"ACAA2","ENSG00000167315","ACAA2",-0.0287060620787636,0.924448844130129,-1.22301151286897,6,"acetyl-CoA acyltransferase 2","NO","NO"
"ACACA","ENSG00000278540","ACACA",0.210137872705303,0.451878918973263,1.24316753109396,1,"acetyl-CoA carboxylase alpha","NO","NO"
"ACACB","ENSG00000076555","ACACB",0.566614661434328,0.0515542381418397,-1.42463325065287,3,"acetyl-CoA carboxylase beta","NO","NO"
"ACAD8","ENSG00000151498","ACAD8",0.59298945003866,0.0109105957003351,-1.23634369563613,1,"acyl-CoA dehydrogenase family member 8","NO","NO"
"ACAD9","ENSG00000177646","ACAD9",0.156447424012489,0.477588240305752,1.49414766981892,1,"acyl-CoA dehydrogenase family member 9","NO","NO"
"ACADM","ENSG00000117054","ACADM",0.00376977909030707,0.980559895189589,2.86896186444396,1,"acyl-CoA dehydrogenase medium chain","NO","NO"
"ACADSB","ENSG00000196177","ACADSB",0.139760522829374,0.492120548321327,-0.549800586466141,1,"acyl-CoA dehydrogenase short/branched chain","NO","NO"
"ACADVL","ENSG00000072778","ACADVL",0.674692310421356,0.0111139065693797,1.47404396821099,3,"acyl-CoA dehydrogenase very long chain","NO","NO"
"ACAP2","ENSG00000114331","ACAP2",-0.469719565187495,0.133493954769593,0.628339917731102,1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","NO","NO"
"ACBD3","ENSG00000182827","ACBD3",-0.0634747966147184,0.782891475335802,1.4792599684533,1,"acyl-CoA binding domain containing 3","NO","NO"
"ACBD4","ENSG00000181513","ACBD4",0.295702059533106,0.200041158103891,1.10422863722676,1,"acyl-CoA binding domain containing 4","NO","NO"
"ACBD6","ENSG00000230124","ACBD6",-0.250482663593858,0.338691084733202,-3.06100858343695,2,"acyl-CoA binding domain containing 6","NO","NO"
"ACBD7","ENSG00000176244","ACBD7",0.991160400384231,0.153425338225854,1.39999285643861,1,"acyl-CoA binding domain containing 7","NO","NO"
"ACD","ENSG00000102977","ACD",0.175251698736463,0.421227742432515,1.26369328850532,1,"ACD shelterin complex subunit and telomerase recruitment factor","NO","NO"
"ACER2","ENSG00000177076","ACER2",0.286435323111395,0.334495968149933,-0.10279840952289,5,"alkaline ceramidase 2","NO","NO"
"ACER3","ENSG00000078124","ACER3",0.09865872963372,0.526100022067657,0.755710996753828,1,"alkaline ceramidase 3","NO","NO"
"ACHE","ENSG00000087085","ACHE",-1.33690173919475,0.0102835293031299,1.44094249373151,1,"acetylcholinesterase (Cartwright blood group)","NO","NO"
"ACKR4","ENSG00000129048","ACKR4",0.133529301052353,0.820879859614568,-1.85760985092472,1,"atypical chemokine receptor 4","NO","NO"
"ACLY","ENSG00000131473","ACLY",0.712626342706522,0.010459615013508,1.52238900605624,1,"ATP citrate lyase","NO","NO"
"ACO1","ENSG00000122729","ACO1",0.757788113666429,0.00137553829628072,-1.97850820236377,2,"aconitase 1","NO","NO"
"ACO2","ENSG00000100412","ACO2",0.488892296913336,0.00590303630765214,1.15865779395565,1,"aconitase 2","NO","NO"
"ACOT11","ENSG00000162390","ACOT11",1.28489932227531,0.0145015276913262,-1.21373880772714,2,"acyl-CoA thioesterase 11","NO","NO"
"ACOT7","ENSG00000097021","ACOT7",1.07181990984695,0.000274445873937552,-2.31367132137585,3,"acyl-CoA thioesterase 7","NO","NO"
"ACOX1","ENSG00000161533","ACOX1",0.479344049888176,0.0207525927927944,0.675597256408174,1,"acyl-CoA oxidase 1","NO","NO"
"ACOX2","ENSG00000168306","ACOX2",-0.433912849482791,0.367818678805561,-1.41252672365984,10,"acyl-CoA oxidase 2","NO","NO"
"ACOXL","ENSG00000153093","ACOXL",-1.18568000134818,0.00680332008985211,0.285826063761107,3,"acyl-CoA oxidase like","NO","NO"
"ACP1","ENSG00000143727","ACP1",-0.560667950012555,0.00346964473919351,-1.437376284435,2,"acid phosphatase 1","NO","NO"
"ACP5","ENSG00000102575","ACP5",-0.100133430914054,0.969410464591887,0.796306994397666,1,"acid phosphatase 5, tartrate resistant","NO","NO"
"ACP6","ENSG00000162836","ACP6",-0.154696452603695,0.579474240121056,-1.94850137210058,1,"acid phosphatase 6, lysophosphatidic","NO","NO"
"ACSF2","ENSG00000167107","ACSF2",0.258542044424487,0.286592982167499,-0.473183138080445,2,"acyl-CoA synthetase family member 2","NO","NO"
"ACSF3","ENSG00000176715","ACSF3",0.112328923820724,0.536197348364573,1.93874025631468,1,"acyl-CoA synthetase family member 3","NO","NO"
"ACSL1","ENSG00000151726","ACSL1",-0.0169132981314912,0.963296722761888,-1.60027534112537,6,"acyl-CoA synthetase long chain family member 1","NO","NO"
"ACSL3","ENSG00000123983","ACSL3",0.0708044085680957,0.76917617777856,0.375023973599632,6,"acyl-CoA synthetase long chain family member 3","NO","NO"
"ACSL5","ENSG00000197142","ACSL5",-1.89397420282174,3.55692082955804e-06,-1.72746650795777,8,"acyl-CoA synthetase long chain family member 5","NO","NO"
"ACSL6","ENSG00000164398","ACSL6",-0.439015692085493,0.302888672497634,-2.06455023664967,3,"acyl-CoA synthetase long chain family member 6","NO","NO"
"ACSM3","ENSG00000005187","ACSM3",-0.643063412697438,0.404843568260131,-1.50896928929132,4,"acyl-CoA synthetase medium chain family member 3","NO","NO"
"ACSS1","ENSG00000154930","ACSS1",0.844751084918116,0.525084210668127,-3.54671469359536,1,"acyl-CoA synthetase short chain family member 1","NO","NO"
"ACTA1","ENSG00000143632","ACTA1",0.435746755781056,0.0321538358053805,-1.03997279345339,1,"actin alpha 1, skeletal muscle","NO","NO"
"ACTA2","ENSG00000107796","ACTA2",0.204200488520515,0.593366728748156,2.08506631613862,2,"actin alpha 2, smooth muscle","YES","NO"
"ACTB","ENSG00000075624","ACTB",0.503004422335144,0.0230109923931586,0.173170602248383,3,"actin beta","YES","NO"
"ACTC1","ENSG00000159251","ACTC1",0.370043439681576,0.803415379936371,2.12860418605108,1,"actin alpha cardiac muscle 1","NO","NO"
"ACTG1","ENSG00000184009","ACTG1",0.541797540752551,0.0182966424617408,1.66088686769203,4,"actin gamma 1","NO","NO"
"ACTL6A","ENSG00000136518","ACTL6A",-0.203763504900062,0.294837297818279,-0.653982044785851,3,"actin like 6A","YES","NO"
"ACTN1","ENSG00000072110","ACTN1",0.390536622859665,0.0356269264335042,-0.611441340353587,3,"actinin alpha 1","NO","NO"
"ACTN4","ENSG00000130402","ACTN4",-0.651256695890257,0.0441275985800096,-1.02112268458579,5,"actinin alpha 4","NO","NO"
"ACTR10","ENSG00000131966","ACTR10",0.000212876956678265,0.998872173113585,0.720736234674209,13,"actin related protein 10","NO","NO"
"ACTR1A","ENSG00000138107","ACTR1A",0.302505217610758,0.117385490913752,0.480671939692466,1,"actin related protein 1A","NO","NO"
"ACTR1B","ENSG00000115073","ACTR1B",-0.54510464815225,0.0699335315949405,1.34014975994436,1,"actin related protein 1B","NO","NO"
"ACTR2","ENSG00000138071","ACTR2",0.567909155668656,0.0190254912857124,-1.15956254650441,1,"actin related protein 2","NO","NO"
"ACTR3","ENSG00000115091","ACTR3",-0.329275111180712,0.116124107176882,-2.40281391333159,8,"actin related protein 3","NO","NO"
"ACTR3B","ENSG00000133627","ACTR3B",-0.108201299387398,0.515425432380791,-1.20353969463395,8,"actin related protein 3B","NO","YES"
"ACTR5","ENSG00000101442","ACTR5",0.130636252175011,0.531653713102063,-1.22359055151208,3,"actin related protein 5","NO","NO"
"ACTR6","ENSG00000075089","ACTR6",0.0234231739712083,0.912588934011036,0.071427129283015,2,"actin related protein 6","NO","NO"
"ACTR8","ENSG00000113812","ACTR8",0.0434986408257041,0.830858868899977,-2.02501595164319,8,"actin related protein 8","NO","NO"
"ACVR1","ENSG00000115170","ACVR1",0.049492821607843,0.801591736635125,-0.368886034507324,11,"activin A receptor type 1","NO","NO"
"ACVR1C","ENSG00000123612","ACVR1C",-1.14135371752654,0.0126080108027212,-0.016488696165695,2,"activin A receptor type 1C","NO","NO"
"ACVR2A","ENSG00000121989","ACVR2A",-0.138014551694027,0.461617617859137,-0.347166544985643,19,"activin A receptor type 2A","NO","NO"
"ACVR2B","ENSG00000114739","ACVR2B",-0.555789299430501,0.164105142553663,-1.93456324257289,1,"activin A receptor type 2B","NO","NO"
"ACYP2","ENSG00000170634","ACYP2",-0.190138431676622,0.473426692356577,1.14820487386256,1,"acylphosphatase 2","NO","NO"
"ADA","ENSG00000196839","ADA",0.0966327763404502,0.873559554077724,-0.421284651695323,3,"adenosine deaminase","NO","NO"
"ADAM10","ENSG00000137845","ADAM10",-0.109505380520334,0.518168444515783,-0.0950083231123349,9,"ADAM metallopeptidase domain 10","NO","NO"
"ADAM11","ENSG00000073670","ADAM11",0.578209404097123,0.0162202366936314,1.53651381839279,1,"ADAM metallopeptidase domain 11","NO","NO"
"ADAM19","ENSG00000135074","ADAM19",-2.38372959511329,6.39805979461843e-05,-2.4700339060509,4,"ADAM metallopeptidase domain 19","NO","NO"
"ADAM22","ENSG00000008277","ADAM22",0.0699860704206916,0.721523040970428,-1.89961667459734,3,"ADAM metallopeptidase domain 22","NO","NO"
"ADAM32","ENSG00000197140","ADAM32",-0.858998696092521,0.052910311512144,0.582726248551369,9,"ADAM metallopeptidase domain 32","NO","NO"
"ADAM8","ENSG00000151651","ADAM8",0.198544296857118,0.45422738417925,-1.12560003640364,1,"ADAM metallopeptidase domain 8","NO","YES"
"ADAM9","ENSG00000168615","ADAM9",-0.941292989314568,0.00230238789344577,0.825996876210118,2,"ADAM metallopeptidase domain 9","NO","NO"
"ADAMTS14","ENSG00000138316","ADAMTS14",-0.442143341116394,0.0298131889410798,1.83467363939504,1,"ADAM metallopeptidase with thrombospondin type 1 motif 14","NO","NO"
"ADAMTS15","ENSG00000166106","ADAMTS15",1.13238357859828,0.482153530185933,-1.46264809184393,11,"ADAM metallopeptidase with thrombospondin type 1 motif 15","NO","NO"
"ADAMTS16","ENSG00000145536","ADAMTS16",-1.66136380794742,0.0476918790287793,0.803279680110284,2,"ADAM metallopeptidase with thrombospondin type 1 motif 16","NO","NO"
"ADAMTS17","ENSG00000140470","ADAMTS17",-0.939303970958236,0.00673193734715978,-2.16003390467278,5,"ADAM metallopeptidase with thrombospondin type 1 motif 17","NO","YES"
"ADAMTS18","ENSG00000140873","ADAMTS18",2.10205560827033,0.128472427032536,-1.85150098815007,3,"ADAM metallopeptidase with thrombospondin type 1 motif 18","NO","NO"
"ADAMTS2","ENSG00000087116","ADAMTS2",0.912251192476115,0.000877115176778408,-2.19920749153585,3,"ADAM metallopeptidase with thrombospondin type 1 motif 2","NO","NO"
"ADAMTS3","ENSG00000156140","ADAMTS3",-0.0776575871673622,0.946795683490499,-1.31973959910392,4,"ADAM metallopeptidase with thrombospondin type 1 motif 3","NO","NO"
"ADAMTS9","ENSG00000163638","ADAMTS9",0.193391438707555,0.89953382692834,-0.445502082444313,7,"ADAM metallopeptidase with thrombospondin type 1 motif 9","NO","NO"
"ADAMTSL5","ENSG00000185761","ADAMTSL5",0.858396646478505,0.0518688044879925,1.18322040731539,1,"ADAMTS like 5","NO","NO"
"ADAP1","ENSG00000105963","ADAP1",-1.3533889409978,0.00135965508371414,-2.9426330019708,1,"ArfGAP with dual PH domains 1","NO","NO"
"ADARB1","ENSG00000197381","ADARB1",-0.0425120369627257,0.875364455034932,2.22597507891945,1,"adenosine deaminase RNA specific B1","NO","NO"
"ADAT2","ENSG00000189007","ADAT2",-0.161895241577603,0.699406506162268,-1.07891694578433,2,"adenosine deaminase tRNA specific 2","NO","NO"
"ADCK1","ENSG00000063761","ADCK1",0.277856048949874,0.300084812897352,-1.96358682744711,3,"aarF domain containing kinase 1","NO","NO"
"ADCK2","ENSG00000133597","ADCK2",-0.315369440605905,0.086215911584207,0.918881842472007,3,"aarF domain containing kinase 2","NO","NO"
"ADCK5","ENSG00000173137","ADCK5",0.199155405720183,0.632056384001783,0.763640915249257,1,"aarF domain containing kinase 5","NO","NO"
"ADCY6","ENSG00000174233","ADCY6",0.239562171072425,0.355784444195309,1.30977794996478,1,"adenylate cyclase 6","NO","NO"
"ADCY7","ENSG00000121281","ADCY7",0.0216774542098079,0.901343373388311,-2.66342808847921,2,"adenylate cyclase 7","NO","NO"
"ADCY9","ENSG00000162104","ADCY9",-0.471079501313282,0.0215595131618155,-0.51648483564993,3,"adenylate cyclase 9","NO","NO"
"ADD3","ENSG00000148700","ADD3",-0.370023181671389,0.0494162144328907,-2.48290996939211,5,"adducin 3","NO","NO"
"ADGRA2","ENSG00000020181","ADGRA2",0.195429635239094,0.339048605263133,-2.55150600439207,1,"adhesion G protein-coupled receptor A2","NO","NO"
"ADGRA3","ENSG00000152990","ADGRA3",-0.871301487935503,0.00483547824310045,-1.37469764260955,13,"adhesion G protein-coupled receptor A3","NO","NO"
"ADGRB1","ENSG00000181790","ADGRB1",1.1439421440022,0.000535788824042472,-3.07055893254151,1,"adhesion G protein-coupled receptor B1","NO","NO"
"ADGRB2","ENSG00000121753","ADGRB2",-0.319751365050548,0.0780933907234972,1.65131315087791,1,"adhesion G protein-coupled receptor B2","NO","NO"
"ADGRD2","ENSG00000180264","ADGRD2",0.344776941584433,0.550308815714009,-1.79130966766929,2,"adhesion G protein-coupled receptor D2","NO","NO"
"ADGRE5","ENSG00000123146","ADGRE5",-0.0905943478006872,0.548285667106624,1.35240783799654,1,"adhesion G protein-coupled receptor E5","NO","NO"
"ADGRF1","ENSG00000153292","ADGRF1",-3.0049166195988,0.12216476314041,-0.871195464412673,6,"adhesion G protein-coupled receptor F1","NO","NO"
"ADGRG1","ENSG00000205336","ADGRG1",-2.58414208453885,9.75202301770547e-06,-0.97114976942342,3,"adhesion G protein-coupled receptor G1","NO","NO"
"ADGRG6","ENSG00000112414","ADGRG6",0.830739237788281,0.0013923044135938,-0.0864955444674075,4,"adhesion G protein-coupled receptor G6","NO","NO"
"ADGRL2","ENSG00000117114","ADGRL2",5.07654926657111,0.0125778665297634,-1.58374506091208,9,"adhesion G protein-coupled receptor L2","NO","NO"
"ADH5","ENSG00000197894","ADH5",0.312201134639856,0.037039820585878,-2.14271010826251,1,"alcohol dehydrogenase 5 (class III), chi polypeptide","NO","NO"
"ADHFE1","ENSG00000147576","ADHFE1",1.041846861387,0.00116034588172828,-1.51358468399272,5,"alcohol dehydrogenase iron containing 1","NO","NO"
"ADI1","ENSG00000182551","ADI1",0.186541679850277,0.646165738536598,-0.130303822201634,3,"acireductone dioxygenase 1","NO","NO"
"ADIPOR1","ENSG00000159346","ADIPOR1",0.179858580572885,0.233150389740298,1.11446574768822,1,"adiponectin receptor 1","NO","NO"
"ADIPOR2","ENSG00000006831","ADIPOR2",0.0866194654932926,0.649005792624893,-1.50313138369525,1,"adiponectin receptor 2","NO","NO"
"ADIRF","ENSG00000148671","ADIRF",0.549348814749504,0.141939400467254,0.911641865465231,1,"adipogenesis regulatory factor","NO","NO"
"ADK","ENSG00000156110","ADK",-0.553831725866482,0.0141209372134414,-0.279371351525273,2,"adenosine kinase","NO","NO"
"ADM2","ENSG00000128165","ADM2",-0.642673955433263,0.059554584952583,1.4038229323345,1,"adrenomedullin 2","NO","NO"
"ADNP","ENSG00000101126","ADNP",-0.136446284077392,0.435754657809317,1.26330974099136,2,"activity dependent neuroprotector homeobox","NO","YES"
"ADO","ENSG00000181915","ADO",-0.262237260867447,0.106223541710698,-0.0409838571331651,2,"2-aminoethanethiol dioxygenase","NO","NO"
"ADORA2A","ENSG00000128271","ADORA2A",0.311321023939578,0.741738567373934,-1.34906737851124,1,"adenosine A2a receptor","NO","NO"
"ADORA2B","ENSG00000170425","ADORA2B",-1.62633041904384,3.94733151048478e-06,-1.27558886207844,6,"adenosine A2b receptor","NO","NO"
"ADPGK","ENSG00000159322","ADPGK",-0.109246608995293,0.612514477642647,1.0967673832916,1,"ADP dependent glucokinase","NO","NO"
"ADPRHL1","ENSG00000153531","ADPRHL1",0.025275802410035,0.911712506167683,-1.18841827265211,3,"ADP-ribosylhydrolase like 1","NO","NO"
"ADRA1B","ENSG00000170214","ADRA1B",-1.91229159425172,0.525389431834512,-2.11962077471488,9,"adrenoceptor alpha 1B","NO","NO"
"ADRA2C","ENSG00000184160","ADRA2C",0.350002321760865,0.0594163442816383,-1.72854977825268,2,"adrenoceptor alpha 2C","NO","NO"
"ADRB1","ENSG00000043591","ADRB1",-0.362092864596965,0.358055454376426,-1.06639793154856,6,"adrenoceptor beta 1","NO","NO"
"ADRB2","ENSG00000169252","ADRB2",0.379713174985369,0.53116279540104,-0.760242924500177,8,"adrenoceptor beta 2","NO","NO"
"ADRM1","ENSG00000130706","ADRM1",0.690693491673028,0.0197278421565303,0.765299224274953,1,"ADRM1 26S proteasome ubiquitin receptor","NO","NO"
"AEBP2","ENSG00000139154","AEBP2",0.151921128832377,0.427915427477551,-0.0832512239676472,7,"AE binding protein 2","NO","YES"
"AEN","ENSG00000181026","AEN",-0.343149532976648,0.0783317708308269,-1.21594588062191,1,"apoptosis enhancing nuclease","NO","NO"
"AFAP1","ENSG00000196526","AFAP1",-0.990664278060786,0.00827615888560054,-1.87241373107226,6,"actin filament associated protein 1","NO","YES"
"AFAP1L1","ENSG00000157510","AFAP1L1",-0.95976942721574,0.00679562457007931,-1.33327838321771,5,"actin filament associated protein 1 like 1","NO","NO"
"AFAP1L2","ENSG00000169129","AFAP1L2",-1.01755898836928,0.0912098066751576,-1.50932297534586,14,"actin filament associated protein 1 like 2","NO","NO"
"AFDN","ENSG00000130396","AFDN",-0.790913745511401,0.000148349309473608,-2.04890014084451,14,"afadin, adherens junction formation factor","NO","NO"
"AFF1","ENSG00000172493","AFF1",-0.169419101582843,0.275497945076877,-1.49349219840394,4,"ALF transcription elongation factor 1","NO","YES"
"AFF3","ENSG00000144218","AFF3",-1.26920076986453,0.38091653662794,-1.88135649262979,2,"ALF transcription elongation factor 3","NO","YES"
"AFG2B","ENSG00000171763","SPATA5L1",0.0216843312791895,0.935803773025424,-1.87373086110876,1,"AFG2 AAA ATPase homolog B","NO","NO"
"AGA","ENSG00000038002","AGA",-0.248485123409113,0.579998839671228,-0.646282911626715,21,"aspartylglucosaminidase","NO","NO"
"AGAP1","ENSG00000157985","AGAP1",-0.915649785550349,0.000357156390256363,-2.78112066748273,8,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","NO","NO"
"AGAP2","ENSG00000135439","AGAP2",0.561529200846285,0.0040460900491954,0.810063555019107,1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","NO","NO"
"AGAP3","ENSG00000133612","AGAP3",0.141539248424051,0.304345488010442,-0.93557114337337,4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3","NO","NO"
"AGAP4","ENSG00000188234","AGAP4",-0.0864001117858333,0.615154822986593,-2.34280939424659,2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","NO","NO"
"AGAP9","ENSG00000204172","AGAP9",-0.0968113157314079,0.598115339890359,-1.90044541130467,5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9","NO","NO"
"AGBL3","ENSG00000146856","AGBL3",-0.0663453643807789,0.867473629822517,-2.058680672008,2,"AGBL carboxypeptidase 3","NO","NO"
"AGFG1","ENSG00000173744","AGFG1",-0.218113431379156,0.285549676119005,-1.24198691353948,5,"ArfGAP with FG repeats 1","NO","NO"
"AGFG2","ENSG00000106351","AGFG2",-0.0256456858650647,0.976288010118992,0.747043047994459,1,"ArfGAP with FG repeats 2","NO","NO"
