"ATAC_SYMBOL","ENSEMBL","RNA_SYMBOL","RNA_logFC","RNA_P_Value","Avg_ATAC_logFC","nb_sig_peak","GENENAME","BAF.gene","TF.gene"
"ABCD4","ENSG00000119688","ABCD4",-0.467680226371116,0.0122719557711208,1.8080261143233,1,"ATP binding cassette subfamily D member 4","NO","NO"
"ABCE1","ENSG00000164163","ABCE1",-0.331021711633388,0.105450880567532,-0.986129065757679,14,"ATP binding cassette subfamily E member 1","NO","NO"
"ABCF1","ENSG00000204574","ABCF1",0.222348364884815,0.231527172384562,1.15988581559969,1,"ATP binding cassette subfamily F member 1","NO","NO"
"ABCG1","ENSG00000160179","ABCG1",0.315324840412392,0.265045700647273,1.22550117348469,2,"ATP binding cassette subfamily G member 1","NO","NO"
"ABCG2","ENSG00000118777","ABCG2",-0.978131296916347,0.0214682816666916,-0.0778695317436873,3,"ATP binding cassette subfamily G member 2 (Junior blood group)","NO","NO"
"ABHD10","ENSG00000144827","ABHD10",1.22424624353479,0.000196186512271698,1.35204488603848,2,"abhydrolase domain containing 10, depalmitoylase","NO","NO"
"ABHD11","ENSG00000106077","ABHD11",-0.416433560792751,0.217075783276559,-0.075352919273422,2,"abhydrolase domain containing 11","NO","NO"
"ABHD13","ENSG00000139826","ABHD13",-0.0531016980102303,0.813553982267379,-0.152931426270297,15,"abhydrolase domain containing 13","NO","NO"
"ABHD14A-ACY1","ENSG00000114786","ABHD14A-ACY1",-0.175759823630836,0.27293972808939,1.80230355328416,1,"ABHD14A-ACY1 readthrough","NO","NO"
"ABHD15","ENSG00000168792","ABHD15",-0.0495999265689626,0.867335947512027,1.38359906240261,1,"abhydrolase domain containing 15","NO","NO"
"ABHD17A","ENSG00000129968","ABHD17A",0.447589752031171,0.0567189872062491,1.37312080182774,1,"abhydrolase domain containing 17A, depalmitoylase","NO","NO"
"ABHD17B","ENSG00000107362","ABHD17B",0.0986790669952198,0.617955428172767,-1.14570252129093,12,"abhydrolase domain containing 17B, depalmitoylase","NO","NO"
"ABHD17C","ENSG00000136379","ABHD17C",-0.239056539552856,0.25902414666402,-0.329092871308923,2,"abhydrolase domain containing 17C, depalmitoylase","NO","NO"
"ABHD2","ENSG00000140526","ABHD2",-0.440463345634649,0.00902353067191851,-1.41805970818452,3,"abhydrolase domain containing 2, acylglycerol lipase","NO","NO"
"ABHD4","ENSG00000100439","ABHD4",0.406948169205307,0.0671022703256296,-1.20104433798578,2,"abhydrolase domain containing 4, N-acyl phospholipase B","NO","NO"
"ABHD5","ENSG00000011198","ABHD5",-0.528405064228647,0.0233487249055487,0.762839714456684,1,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase","NO","NO"
"ABHD6","ENSG00000163686","ABHD6",0.351690583439311,0.259438457705792,-1.19424148694762,1,"abhydrolase domain containing 6, acylglycerol lipase","NO","NO"
"ABI1","ENSG00000136754","ABI1",0.031852009939036,0.842289110588444,-0.566436340489796,2,"abl interactor 1","NO","NO"
"ABI2","ENSG00000138443","ABI2",0.217670489276716,0.290301026718388,1.98611782696326,1,"abl interactor 2","NO","NO"
"ABI3BP","ENSG00000154175","ABI3BP",-0.0327562252283116,0.981047333696361,0.441196347603882,4,"ABI family member 3 binding protein","NO","NO"
"ABLIM1","ENSG00000099204","ABLIM1",-0.650921545064288,0.0227671294886658,-1.48836094976211,11,"actin binding LIM protein 1","NO","NO"
"ABLIM2","ENSG00000163995","ABLIM2",-0.185715767420576,0.446050980066423,-1.39599167878108,5,"actin binding LIM protein family member 2","NO","NO"
"ABLIM3","ENSG00000173210","ABLIM3",-0.851567654583558,0.0167227152947212,-0.111704848932584,4,"actin binding LIM protein family member 3","NO","NO"
"ABTB1","ENSG00000114626","ABTB1",0.761491585933368,0.0153529702562179,0.101985214322697,4,"ankyrin repeat and BTB domain containing 1","NO","NO"
"ABTB2","ENSG00000166016","ABTB2",-0.691048207921555,0.0144513741847875,-2.30212096233824,3,"ankyrin repeat and BTB domain containing 2","NO","NO"
"ABTB3","ENSG00000151136","BTBD11",-1.34003667503886,0.000651262974103206,-1.93286033089476,9,"ankyrin repeat and BTB domain containing 3","NO","NO"
"ACAA2","ENSG00000167315","ACAA2",-0.28109741515877,0.358759980129369,-0.711783051737192,4,"acetyl-CoA acyltransferase 2","NO","NO"
"ACACB","ENSG00000076555","ACACB",0.462167942671081,0.0958338502025028,-1.2812139623546,3,"acetyl-CoA carboxylase beta","NO","NO"
"ACADM","ENSG00000117054","ACADM",-0.124046570444169,0.429453432684795,2.09419310384233,1,"acyl-CoA dehydrogenase medium chain","NO","NO"
"ACAP2","ENSG00000114331","ACAP2",-0.135870215541395,0.643492712402803,0.695009031221043,1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","NO","NO"
"ACBD5","ENSG00000107897","ACBD5",0.018157825475889,0.910426893879584,-1.42938129591521,1,"acyl-CoA binding domain containing 5","NO","NO"
"ACBD6","ENSG00000230124","ACBD6",-0.228425789636474,0.370071423285541,-2.05299954088143,2,"acyl-CoA binding domain containing 6","NO","NO"
"ACER2","ENSG00000177076","ACER2",0.203255142751943,0.474784019029238,-1.17487418860259,2,"alkaline ceramidase 2","NO","NO"
"ACO1","ENSG00000122729","ACO1",0.482731599166759,0.020014958890491,-0.068287478294855,2,"aconitase 1","NO","NO"
"ACO2","ENSG00000100412","ACO2",0.29517815752792,0.06474518517478,0.957402246441196,1,"aconitase 2","NO","NO"
"ACOT11","ENSG00000162390","ACOT11",1.148580109071,0.0231921706562734,-0.97710160672207,2,"acyl-CoA thioesterase 11","NO","NO"
"ACOT7","ENSG00000097021","ACOT7",0.675359408230977,0.0066142192614258,-1.92661926729737,4,"acyl-CoA thioesterase 7","NO","NO"
"ACOX2","ENSG00000168306","ACOX2",-0.0154410838181261,0.970874342268931,-0.368807975944491,10,"acyl-CoA oxidase 2","NO","NO"
"ACOX3","ENSG00000087008","ACOX3",0.388602697264488,0.0673436235281536,1.27961755426101,1,"acyl-CoA oxidase 3, pristanoyl","NO","NO"
"ACOXL","ENSG00000153093","ACOXL",-0.904808608584524,0.0170119990084312,-0.25140174558609,2,"acyl-CoA oxidase like","NO","NO"
"ACP1","ENSG00000143727","ACP1",-0.45626358901255,0.0114872308297096,-0.309698794330225,3,"acid phosphatase 1","NO","NO"
"ACP5","ENSG00000102575","ACP5",-0.284122520741155,0.911232432216804,0.948081935066304,1,"acid phosphatase 5, tartrate resistant","NO","NO"
"ACP6","ENSG00000162836","ACP6",-0.0353334140139654,0.894475015369561,0.991540913476102,1,"acid phosphatase 6, lysophosphatidic","NO","NO"
"ACSF2","ENSG00000167107","ACSF2",0.369519039961687,0.127347430351498,-1.46919814274924,1,"acyl-CoA synthetase family member 2","NO","NO"
"ACSL1","ENSG00000151726","ACSL1",-0.0921008592858157,0.798070629180929,-1.07130412214042,3,"acyl-CoA synthetase long chain family member 1","NO","NO"
"ACSL3","ENSG00000123983","ACSL3",0.283074031848111,0.26610210360067,-0.192948954920179,4,"acyl-CoA synthetase long chain family member 3","NO","NO"
"ACSL5","ENSG00000197142","ACSL5",-1.71708141576128,6.75703937260218e-06,-1.56788861072072,6,"acyl-CoA synthetase long chain family member 5","NO","NO"
"ACSL6","ENSG00000164398","ACSL6",0.477490693372371,0.192763854583334,-1.678324796798,2,"acyl-CoA synthetase long chain family member 6","NO","NO"
"ACSM3","ENSG00000005187","ACSM3",-0.285946412402174,0.688273453155394,-0.66829762813871,3,"acyl-CoA synthetase medium chain family member 3","NO","NO"
"ACSS1","ENSG00000154930","ACSS1",-0.361794087823199,0.790613116414184,-1.19734010223621,2,"acyl-CoA synthetase short chain family member 1","NO","NO"
"ACTA1","ENSG00000143632","ACTA1",-0.0234439737312804,0.896931332332271,1.25588903431932,2,"actin alpha 1, skeletal muscle","NO","NO"
"ACTB","ENSG00000075624","ACTB",0.202574664048138,0.309524160163955,1.98035488642144,2,"actin beta","YES","NO"
"ACTC1","ENSG00000159251","ACTC1",0.928026729014046,0.496330561533293,1.44327845447016,2,"actin alpha cardiac muscle 1","NO","NO"
"ACTG1","ENSG00000184009","ACTG1",0.356001265885663,0.0974491732167978,1.20426410923201,3,"actin gamma 1","NO","NO"
"ACTN1","ENSG00000072110","ACTN1",0.0886984927286658,0.596692965398387,-0.657114740683323,3,"actinin alpha 1","NO","NO"
"ACTN4","ENSG00000130402","ACTN4",-0.355004160702588,0.251289539857272,-1.53338514807984,2,"actinin alpha 4","NO","NO"
"ACTR10","ENSG00000131966","ACTR10",0.195683596389086,0.200226724477192,-0.00426599114674875,8,"actin related protein 10","NO","NO"
"ACTR1B","ENSG00000115073","ACTR1B",-0.395813674122491,0.161729710358647,1.15853760605749,1,"actin related protein 1B","NO","NO"
"ACTR2","ENSG00000138071","ACTR2",0.722680371226981,0.00592957283292094,1.63518951475762,1,"actin related protein 2","NO","NO"
"ACTR3","ENSG00000115091","ACTR3",-0.140884280745901,0.488661152195885,-2.25952700377704,6,"actin related protein 3","NO","NO"
"ACTR3B","ENSG00000133627","ACTR3B",-0.298945694447166,0.0869512198386043,-0.408602166001662,7,"actin related protein 3B","NO","YES"
"ACTR6","ENSG00000075089","ACTR6",0.0372283332527275,0.85792516670631,0.213638409273293,2,"actin related protein 6","NO","NO"
"ACTR8","ENSG00000113812","ACTR8",-0.164408110110125,0.420496725741936,-0.83717804763131,10,"actin related protein 8","NO","NO"
"ACVR1","ENSG00000115170","ACVR1",0.288211354792215,0.148081792270671,0.328665799082287,9,"activin A receptor type 1","NO","NO"
"ACVR1C","ENSG00000123612","ACVR1C",-0.557124097621582,0.114256884222696,0.970752441471836,1,"activin A receptor type 1C","NO","NO"
"ACVR2A","ENSG00000121989","ACVR2A",-0.110591091374727,0.540284690654603,-0.275562973973212,13,"activin A receptor type 2A","NO","NO"
"ACVR2B","ENSG00000114739","ACVR2B",-0.272757198389704,0.458861784459825,-1.03482329459489,1,"activin A receptor type 2B","NO","NO"
"ACVRL1","ENSG00000139567","ACVRL1",1.57247479950302,0.00112008240473792,1.48354594383338,1,"activin A receptor like type 1","NO","NO"
"ADAM10","ENSG00000137845","ADAM10",0.207564700190452,0.244953121500222,0.39258409423455,4,"ADAM metallopeptidase domain 10","NO","NO"
"ADAM11","ENSG00000073670","ADAM11",0.442103599670757,0.049154075076653,1.07647895515837,1,"ADAM metallopeptidase domain 11","NO","NO"
"ADAM19","ENSG00000135074","ADAM19",-0.667352142612881,0.0886610644026005,-1.66909205596842,4,"ADAM metallopeptidase domain 19","NO","NO"
"ADAM22","ENSG00000008277","ADAM22",0.394959985167441,0.0544403809587791,-1.34988594323013,2,"ADAM metallopeptidase domain 22","NO","NO"
"ADAM32","ENSG00000197140","ADAM32",-0.500639192514364,0.180442238170426,0.369962696139287,8,"ADAM metallopeptidase domain 32","NO","NO"
"ADAM9","ENSG00000168615","ADAM9",-0.1232954252781,0.626269130382373,0.541091591129975,1,"ADAM metallopeptidase domain 9","NO","NO"
"ADAMTS14","ENSG00000138316","ADAMTS14",-0.322490754903625,0.0923393719403831,1.19091345951777,1,"ADAM metallopeptidase with thrombospondin type 1 motif 14","NO","NO"
"ADAMTS15","ENSG00000166106","ADAMTS15",0.88605829483518,0.57474055750101,-1.66770239571238,8,"ADAM metallopeptidase with thrombospondin type 1 motif 15","NO","NO"
"ADAMTS17","ENSG00000140470","ADAMTS17",-1.25369952065866,0.000934285437500267,-2.01975051477589,4,"ADAM metallopeptidase with thrombospondin type 1 motif 17","NO","YES"
"ADAMTS18","ENSG00000140873","ADAMTS18",2.24771553839834,0.0936887582422104,-0.623309407984973,3,"ADAM metallopeptidase with thrombospondin type 1 motif 18","NO","NO"
"ADAMTS2","ENSG00000087116","ADAMTS2",1.31052998567041,3.19745175383273e-05,-0.576991020299955,4,"ADAM metallopeptidase with thrombospondin type 1 motif 2","NO","NO"
"ADAMTS3","ENSG00000156140","ADAMTS3",-0.21696045708212,0.849891143497956,-0.600727703990409,3,"ADAM metallopeptidase with thrombospondin type 1 motif 3","NO","NO"
"ADAMTS7","ENSG00000136378","ADAMTS7",-0.78896655088343,0.00464893712806752,2.1000244348232,1,"ADAM metallopeptidase with thrombospondin type 1 motif 7","NO","NO"
"ADAMTS9","ENSG00000163638","ADAMTS9",1.25228044201585,0.371515372304655,-1.41516036170033,6,"ADAM metallopeptidase with thrombospondin type 1 motif 9","NO","NO"
"ADAP1","ENSG00000105963","ADAP1",-1.13558649158229,0.00319503388763541,-2.45836321975152,1,"ArfGAP with dual PH domains 1","NO","NO"
"ADAP2","ENSG00000184060","ADAP2",0.366522614344604,0.0518158550718302,1.0414408414453,1,"ArfGAP with dual PH domains 2","NO","NO"
"ADAR","ENSG00000160710","ADAR",0.287242679218612,0.128724609485953,1.69828363506184,1,"adenosine deaminase RNA specific","NO","YES"
"ADAT2","ENSG00000189007","ADAT2",-0.374555951494979,0.372143196716032,-2.6757325557099,1,"adenosine deaminase tRNA specific 2","NO","NO"
"ADCK1","ENSG00000063761","ADCK1",-0.0930567856150248,0.72137543973911,-0.428243452674823,4,"aarF domain containing kinase 1","NO","NO"
"ADCK2","ENSG00000133597","ADCK2",-0.217185104490942,0.205902010638539,0.975030330028481,3,"aarF domain containing kinase 2","NO","NO"
"ADCK5","ENSG00000173137","ADCK5",0.205108918037791,0.612213106752939,1.12842156253777,1,"aarF domain containing kinase 5","NO","NO"
"ADCY7","ENSG00000121281","ADCY7",0.062924356412986,0.716612330756011,-0.396723447946083,3,"adenylate cyclase 7","NO","NO"
"ADCY9","ENSG00000162104","ADCY9",-0.315767892047126,0.0896075853400117,-1.21116216694513,1,"adenylate cyclase 9","NO","NO"
"ADD2","ENSG00000075340","ADD2",2.47414292693847,0.0130837198344397,1.33764697953738,1,"adducin 2","NO","NO"
"ADD3","ENSG00000148700","ADD3",0.0117549460150466,0.944968299152722,-2.29230662665003,3,"adducin 3","NO","NO"
"ADGRA2","ENSG00000020181","ADGRA2",0.12373625585779,0.538096928660866,-1.28276147580506,2,"adhesion G protein-coupled receptor A2","NO","NO"
"ADGRA3","ENSG00000152990","ADGRA3",-0.874388476991028,0.00450264921281116,-1.53791736172243,10,"adhesion G protein-coupled receptor A3","NO","NO"
"ADGRB1","ENSG00000181790","ADGRB1",1.07601673882234,0.00071371619052852,-1.22428739181793,1,"adhesion G protein-coupled receptor B1","NO","NO"
"ADGRB2","ENSG00000121753","ADGRB2",-0.530187959954927,0.00783958371171931,-1.60919672874549,1,"adhesion G protein-coupled receptor B2","NO","NO"
"ADGRD2","ENSG00000180264","ADGRD2",0.383208597852007,0.482035777724749,-0.96607180089603,1,"adhesion G protein-coupled receptor D2","NO","NO"
"ADGRF1","ENSG00000153292","ADGRF1",-2.41060456748871,0.154189416537556,-0.193682389919318,6,"adhesion G protein-coupled receptor F1","NO","NO"
"ADGRF3","ENSG00000173567","ADGRF3",-0.465245153743574,0.0981459488936129,0.997945855487576,1,"adhesion G protein-coupled receptor F3","NO","NO"
"ADGRG1","ENSG00000205336","ADGRG1",-1.71772428356946,0.000189778062310996,-0.772610056654897,4,"adhesion G protein-coupled receptor G1","NO","NO"
"ADGRG6","ENSG00000112414","ADGRG6",0.765309097681667,0.00265521928884311,-0.127280663431775,2,"adhesion G protein-coupled receptor G6","NO","NO"
"ADGRL2","ENSG00000117114","ADGRL2",3.9547308245524,0.0452093668351377,-1.78333546164864,8,"adhesion G protein-coupled receptor L2","NO","NO"
"ADH5","ENSG00000197894","ADH5",0.218542841039365,0.127825895102633,-2.19899199177766,1,"alcohol dehydrogenase 5 (class III), chi polypeptide","NO","NO"
"ADHFE1","ENSG00000147576","ADHFE1",0.385225239952665,0.136187848760217,-0.842650429718727,7,"alcohol dehydrogenase iron containing 1","NO","NO"
"ADI1","ENSG00000182551","ADI1",0.190377225846993,0.635372677499611,0.392084713958105,2,"acireductone dioxygenase 1","NO","NO"
"ADIPOR1","ENSG00000159346","ADIPOR1",0.128658312963269,0.390163301821819,1.08994971818002,1,"adiponectin receptor 1","NO","NO"
"ADIPOR2","ENSG00000006831","ADIPOR2",0.184843190927905,0.348057205363478,1.03396656813754,1,"adiponectin receptor 2","NO","NO"
"ADIRF","ENSG00000148671","ADIRF",1.31555811443025,0.00428069430722673,0.864638967849184,2,"adipogenesis regulatory factor","NO","NO"
"ADO","ENSG00000181915","ADO",-0.43471661863776,0.0142618633605622,0.09863456100298,2,"2-aminoethanethiol dioxygenase","NO","NO"
"ADORA2B","ENSG00000170425","ADORA2B",-0.801915786618634,0.000744672199576393,-1.78970705808116,4,"adenosine A2b receptor","NO","NO"
"ADPGK","ENSG00000159322","ADPGK",-0.188408010463424,0.381757813532871,1.34088329725805,1,"ADP dependent glucokinase","NO","NO"
"ADPRH","ENSG00000144843","ADPRH",0.17756560505003,0.638507413829984,0.772732331189644,1,"ADP-ribosylarginine hydrolase","NO","NO"
"ADPRHL1","ENSG00000153531","ADPRHL1",0.17618509496976,0.426336596194608,0.2663371608743,2,"ADP-ribosylhydrolase like 1","NO","NO"
"ADPRM","ENSG00000170222","ADPRM",-0.203364388483449,0.385222082657723,-1.07097495528736,1,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent","NO","NO"
"ADRA1B","ENSG00000170214","ADRA1B",-1.95472426459482,0.505138904666724,-1.33616050929393,7,"adrenoceptor alpha 1B","NO","NO"
"ADRB1","ENSG00000043591","ADRB1",0.186634961971183,0.586959387748127,-1.29820454198408,5,"adrenoceptor beta 1","NO","NO"
"ADRB2","ENSG00000169252","ADRB2",-0.219475851057045,0.723178123574827,-0.554519285941774,8,"adrenoceptor beta 2","NO","NO"
"AEBP2","ENSG00000139154","AEBP2",-0.000800869586844222,0.996586862961085,-0.25514965563679,4,"AE binding protein 2","NO","YES"
"AFAP1","ENSG00000196526","AFAP1",-0.888697787506834,0.0124100151451259,-0.401491129447925,6,"actin filament associated protein 1","NO","YES"
"AFAP1L1","ENSG00000157510","AFAP1L1",-0.958487636046975,0.00484130386838313,-0.898998216465584,3,"actin filament associated protein 1 like 1","NO","NO"
"AFAP1L2","ENSG00000169129","AFAP1L2",-0.712839442341044,0.182745323002996,-1.11110983022801,9,"actin filament associated protein 1 like 2","NO","NO"
"AFDN","ENSG00000130396","AFDN",-0.611100475047131,0.00104334863362076,-1.30588516850979,11,"afadin, adherens junction formation factor","NO","NO"
"AFF1","ENSG00000172493","AFF1",-0.00584549231866038,0.968168280809016,-0.86950870393083,3,"ALF transcription elongation factor 1","NO","YES"
"AFF3","ENSG00000144218","AFF3",-0.563310761056519,0.659131870797988,-0.279480102538657,3,"ALF transcription elongation factor 3","NO","YES"
"AGA","ENSG00000038002","AGA",0.00036415497715625,0.999305683420763,-0.958844069481934,13,"aspartylglucosaminidase","NO","NO"
"AGAP1","ENSG00000157985","AGAP1",-0.610117223643818,0.00576111704010165,-1.43258978445813,9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","NO","NO"
"AGAP3","ENSG00000133612","AGAP3",-0.253270323398605,0.0815455807961748,-0.404023125629108,3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3","NO","NO"
"AGAP4","ENSG00000188234","AGAP4",0.049148142718737,0.766961307686803,-1.0448712921998,1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","NO","NO"
"AGAP9","ENSG00000204172","AGAP9",0.0412868598114984,0.814348152233608,-1.90435229011119,4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9","NO","NO"
"AGBL3","ENSG00000146856","AGBL3",-0.196101696216328,0.610493934051029,-0.419305410993554,3,"AGBL carboxypeptidase 3","NO","NO"
"AGFG1","ENSG00000173744","AGFG1",-0.191986920957492,0.344595907869947,0.182243326250755,2,"ArfGAP with FG repeats 1","NO","NO"
"AGFG2","ENSG00000106351","AGFG2",0.127573853670254,0.877753337328094,0.599681275891536,1,"ArfGAP with FG repeats 2","NO","NO"
"AGK","ENSG00000006530","AGK",0.1800518553122,0.372845174073932,-2.24256836901751,1,"acylglycerol kinase","NO","NO"
"AGO1","ENSG00000092847","AGO1",0.100168468398426,0.524164672249323,-1.02133382014094,1,"argonaute RISC component 1","NO","NO"
"AGO2","ENSG00000123908","AGO2",-0.194646643888015,0.20721211854059,-1.59654168547152,6,"argonaute RISC catalytic component 2","NO","NO"
"AGO3","ENSG00000126070","AGO3",-0.146452179399675,0.531606217171233,-1.01536011694291,1,"argonaute RISC catalytic component 3","NO","NO"
"AGO4","ENSG00000134698","AGO4",-0.554444124478866,0.0145252960611753,-1.37250425662082,1,"argonaute RISC component 4","NO","NO"
"AGPAT2","ENSG00000169692","AGPAT2",0.359272689410256,0.058223898242378,1.27307250829013,1,"1-acylglycerol-3-phosphate O-acyltransferase 2","NO","NO"
"AGPAT3","ENSG00000160216","AGPAT3",-0.33816051114878,0.0432396177880676,-1.13681693868059,1,"1-acylglycerol-3-phosphate O-acyltransferase 3","NO","NO"
"AGPAT4","ENSG00000026652","AGPAT4",0.659927874198571,0.171926575513464,-0.866454453654671,18,"1-acylglycerol-3-phosphate O-acyltransferase 4","NO","NO"
"AGPAT5","ENSG00000155189","AGPAT5",-0.640401296852542,0.00841082178243679,-2.06211921587046,3,"1-acylglycerol-3-phosphate O-acyltransferase 5","NO","NO"
"AGPS","ENSG00000018510","AGPS",-0.5471943392427,0.0154123837722087,-1.23582413638231,2,"alkylglycerone phosphate synthase","NO","NO"
"AGRN","ENSG00000188157","AGRN",-0.437690234863643,0.050509308278184,1.30102434910287,1,"agrin","NO","NO"
"AGTPBP1","ENSG00000135049","AGTPBP1",-0.502366262566089,0.0404064006879317,-0.947072509354208,17,"ATP/GTP binding carboxypeptidase 1","NO","NO"
"AHCYL1","ENSG00000168710","AHCYL1",-0.142385309268342,0.526522731837039,-1.40464745961508,1,"adenosylhomocysteinase like 1","NO","NO"
"AHNAK","ENSG00000124942","AHNAK",0.52580717551119,0.11953373605461,-1.12496047191523,1,"AHNAK nucleoprotein","NO","NO"
"AHNAK2","ENSG00000185567","AHNAK2",1.02474880293688,0.0185830867005996,-0.74534710502165,1,"AHNAK nucleoprotein 2","NO","NO"
"AHR","ENSG00000106546","AHR",-0.849300774649101,0.0322724423771749,-0.42847692865916,9,"aryl hydrocarbon receptor","NO","YES"
"AHRR","ENSG00000063438","AHRR",0.200080438888172,0.570314992685644,1.6810346162367,2,"aryl hydrocarbon receptor repressor","NO","YES"
"AIDA","ENSG00000186063","AIDA",0.252620911953875,0.11102133554938,0.770090716353849,1,"axin interactor, dorsalization associated","NO","NO"
"AIF1L","ENSG00000126878","AIF1L",-0.0652002690830891,0.835335937433563,-1.18056208782156,1,"allograft inflammatory factor 1 like","NO","NO"
"AIG1","ENSG00000146416","AIG1",-0.911991377184076,6.43127930738662e-05,-0.257692388245161,2,"androgen induced 1","NO","NO"
"AIRIM","ENSG00000116922","C1orf109",-0.40126493832969,0.0936179046319853,-1.63276843469552,4,"AFG2 interacting ribosome maturation factor","NO","NO"
"AJAP1","ENSG00000196581","AJAP1",1.20404599435843,0.674567372222121,1.91130950486618,5,"adherens junctions associated protein 1","NO","NO"
"AK2","ENSG00000004455","AK2",0.0558667475586061,0.802508035251904,-0.850468166209785,1,"adenylate kinase 2","NO","NO"
"AK4","ENSG00000162433","AK4",-0.659655094956255,0.00270871283023654,-1.5241560180997,2,"adenylate kinase 4","NO","NO"
"AK5","ENSG00000154027","AK5",-1.12219636061793,0.200167657638961,1.17772194682943,2,"adenylate kinase 5","NO","NO"
"AK9","ENSG00000155085","AK9",-0.562113189084932,0.142074059319896,0.08382730160972,3,"adenylate kinase 9","NO","NO"
"AKAP11","ENSG00000023516","AKAP11",0.113056752638383,0.481789440419688,1.38140037416919,4,"A-kinase anchoring protein 11","NO","NO"
"AKAP12","ENSG00000131016","AKAP12",1.1525344048969,0.106563554053893,0.90738002200256,3,"A-kinase anchoring protein 12","NO","NO"
"AKAP13","ENSG00000170776","AKAP13",-0.430389169717065,0.0700686365598322,-1.27599141713268,8,"A-kinase anchoring protein 13","NO","NO"
"AKAP17A","ENSG00000197976","AKAP17A",-0.0439687247964358,0.837561837934122,1.39880670881051,1,"A-kinase anchoring protein 17A","NO","NO"
"AKAP5","ENSG00000179841","AKAP5",-0.471431928714555,0.504191648483095,-1.61222765113115,1,"A-kinase anchoring protein 5","NO","NO"
"AKAP6","ENSG00000151320","AKAP6",-0.468921666867046,0.24285883007841,-0.185120635428767,5,"A-kinase anchoring protein 6","NO","NO"
"AKAP7","ENSG00000118507","AKAP7",-0.0828374731533887,0.786299158579995,-2.26873068401958,2,"A-kinase anchoring protein 7","NO","NO"
"AKAP8","ENSG00000105127","AKAP8",0.0315331263554759,0.878444139557893,0.942282394136618,1,"A-kinase anchoring protein 8","NO","YES"
